user_id,days_since_application,number_of_shows,baseline_matches,relax_bedrooms_minus_matches,delta_bedrooms,suggested_bedrooms,bedrooms_message,relax_budget_plus_matches,delta_budget,suggested_budget,budget_message
1b3dafdd-c068-5a4a-a23c-9734244b4af8,45,1,14,60,46,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 14 to ~60. This small adjustment might improve your chances of getting invited to a showing.",14,0,3200.0,
1be795f1-5116-afdf-5562-2e7821cd10c5,45,0,56,56,0,0,,56,0,,
1c436962-8cf4-709f-b4cc-6975cabd07dd,45,0,11,11,0,0,,11,0,1400.0,
1d106037-8b71-de31-685e-779958859bd1,41,1,59,60,1,0,"Hi! We noticed your application has had limited opportunities. If you can consider places with 0 bedroom(s), your potential matches could increase from 59 to ~60. This small adjustment might improve your chances of getting invited to a showing.",65,6,2600.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2600 per month, your potential matches could increase from 59 to ~65. This may help you receive more viewing invitations."
1d68208f-0718-7a20-2564-928f16db2a59,33,0,2,10,8,3,"Hi! We noticed your application has had limited opportunities. If you can consider places with 3 bedroom(s), your potential matches could increase from 2 to ~10. This small adjustment might improve your chances of getting invited to a showing.",2,0,,
1e40f8a0-a69f-ab66-f61f-85fe66d3f641,33,0,17,51,34,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 17 to ~51. This small adjustment might improve your chances of getting invited to a showing.",17,0,3200.0,
1f56da48-6ebc-00ca-d37a-0cc18834e60a,45,0,12,55,43,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 12 to ~55. This small adjustment might improve your chances of getting invited to a showing.",12,0,2700.0,
1fd3d90a-1b59-ba85-defd-a749cfb80e0e,46,0,5,16,11,2,"Hi! We noticed your application has had limited opportunities. If you can consider places with 2 bedroom(s), your potential matches could increase from 5 to ~16. This small adjustment might improve your chances of getting invited to a showing.",5,0,2700.0,
1fe12c05-9d2d-038c-aee0-e2d85cc54f47,43,0,54,54,0,0,,54,0,,
221550e9-bbd1-c264-4b32-de6530ff1c78,30,0,20,58,38,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 20 to ~58. This small adjustment might improve your chances of getting invited to a showing.",20,0,,
221cf2ac-3db2-5059-a61d-99ebeee0f0fd,46,0,34,34,0,0,,41,7,2200.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2200 per month, your potential matches could increase from 34 to ~41. This may help you receive more viewing invitations."
224529ec-9392-3531-9732-be84c937227a,35,0,19,67,48,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 19 to ~67. This small adjustment might improve your chances of getting invited to a showing.",19,0,,
23b7d142-b8e4-7d86-d75b-7e05fc4303f3,30,0,22,22,0,0,,32,10,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 22 to ~32. This may help you receive more viewing invitations."
23ccaed8-18b6-c297-bcd5-b8227964167c,39,0,3,7,4,3,"Hi! We noticed your application has had limited opportunities. If you can consider places with 3 bedroom(s), your potential matches could increase from 3 to ~7. This small adjustment might improve your chances of getting invited to a showing.",3,0,,
2470d55d-8628-db37-45f5-fbfa7a01bae1,39,0,52,52,0,0,,52,0,3400.0,
24aa8aaa-ddce-3c59-6c41-3a245c121c08,41,0,3,3,0,0,,3,0,1000.0,
251def9b-2c59-8c1c-85a5-87049bf185c3,46,0,15,51,36,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 15 to ~51. This small adjustment might improve your chances of getting invited to a showing.",15,0,,
253704a5-0e87-ef7b-8e0e-75f7090d706c,33,0,52,52,0,0,,56,4,2500.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2500 per month, your potential matches could increase from 52 to ~56. This may help you receive more viewing invitations."
2623bdd2-2f3e-cb6f-34c3-638000b86f57,46,0,37,37,0,0,,43,6,2200.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2200 per month, your potential matches could increase from 37 to ~43. This may help you receive more viewing invitations."
271ddb91-801f-3dc3-6562-f7298f506072,40,0,1,4,3,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 1 to ~4. This small adjustment might improve your chances of getting invited to a showing.",1,0,1400.0,
2724fdd7-7d74-d268-af3e-8bdb122b9976,30,0,6,6,0,0,,6,0,1000.0,
277daeb1-27af-3231-a365-36bf1e748677,41,0,60,60,0,0,,60,0,,
286e68b6-327c-f007-d64f-7f4c0eb45e69,30,0,51,51,0,0,,51,0,3200.0,
2910eefb-a16d-e347-54d2-695b69943409,41,1,50,50,0,0,,50,0,2700.0,
29e236db-6553-6de9-cb0a-9de33d269f76,37,0,51,52,1,0,"Hi! We noticed your application has had limited opportunities. If you can consider places with 0 bedroom(s), your potential matches could increase from 51 to ~52. This small adjustment might improve your chances of getting invited to a showing.",51,0,2700.0,
2a03fc5a-4ddd-56fe-d6fe-4451daaa43d3,31,0,0,5,5,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 0 to ~5. This small adjustment might improve your chances of getting invited to a showing.",0,0,1000.0,
2a806e38-909a-f7a6-0e22-ccee70fe2ad5,37,0,6,27,21,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 6 to ~27. This small adjustment might improve your chances of getting invited to a showing.",11,5,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 6 to ~11. This may help you receive more viewing invitations."
2b0bef78-a335-058d-15f7-e0c2d645fd01,38,0,4,10,6,2,"Hi! We noticed your application has had limited opportunities. If you can consider places with 2 bedroom(s), your potential matches could increase from 4 to ~10. This small adjustment might improve your chances of getting invited to a showing.",4,0,2600.0,
2c41651a-e771-9b48-bb5e-f88614b2ac31,43,0,7,17,10,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 7 to ~17. This small adjustment might improve your chances of getting invited to a showing.",10,3,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 7 to ~10. This may help you receive more viewing invitations."
2ca34f6a-3a68-d047-1dd1-c60a2a4247d1,33,0,43,43,0,0,,54,11,2200.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2200 per month, your potential matches could increase from 43 to ~54. This may help you receive more viewing invitations."
2ca4f8b5-cc9b-b810-1cd7-0344ac6bd8ff,37,0,28,28,0,0,,38,10,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 28 to ~38. This may help you receive more viewing invitations."
2d6326e5-7a55-560c-c5e6-d3b69507a06f,36,0,62,62,0,0,,62,0,,
2e53cbbc-b19a-8829-d100-4552a505e370,37,1,24,24,0,0,,36,12,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 24 to ~36. This may help you receive more viewing invitations."
2f2502d0-caaa-c37c-3352-16c1627fc925,46,0,20,71,51,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 20 to ~71. This small adjustment might improve your chances of getting invited to a showing.",20,0,,
3066647b-75b6-5e7c-6a0e-c1c064b14bcf,42,0,61,61,0,0,,61,0,3200.0,
31436050-65d4-cc13-77fc-2cb8876a4ce4,38,0,61,61,0,0,,61,0,,
322af01b-1077-77ad-98d9-c1b1f5ee21d5,44,0,53,53,0,0,,53,0,,
325fad42-8a92-ffef-b0e1-ac14412935b2,39,0,17,69,52,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 17 to ~69. This small adjustment might improve your chances of getting invited to a showing.",17,0,,
3390e2cb-8129-f3d4-72e7-7c7628b934cd,46,0,73,73,0,0,,73,0,,
33f84ed5-a114-4df9-6e43-27dcd1f809f2,43,0,25,58,33,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 25 to ~58. This small adjustment might improve your chances of getting invited to a showing.",25,0,2600.0,
3443c56c-4b82-996b-7ae9-1529e441a150,35,0,56,56,0,0,,56,0,,
36d933bd-1c82-afa6-be65-637046f8182e,39,0,26,56,30,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 26 to ~56. This small adjustment might improve your chances of getting invited to a showing.",26,0,2600.0,
36f8a29b-1a2e-b5da-799f-7bb10c49bc41,40,1,27,27,0,0,,37,10,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 27 to ~37. This may help you receive more viewing invitations."
37113c46-3f74-25f2-9968-1e85b20ae49b,41,0,66,67,1,0,"Hi! We noticed your application has had limited opportunities. If you can consider places with 0 bedroom(s), your potential matches could increase from 66 to ~67. This small adjustment might improve your chances of getting invited to a showing.",66,0,3200.0,
381c844f-416b-b40c-6fa9-b0817646b8ac,46,0,66,66,0,0,,66,0,,
38d356b0-4662-26d7-602c-6077218094f9,31,0,1,15,14,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 1 to ~15. This small adjustment might improve your chances of getting invited to a showing.",1,0,1400.0,
39d67fa9-0864-9963-04ee-96e083f6108f,37,0,42,42,0,0,,42,0,3200.0,
3a4685e4-92dc-3690-6b50-6eae2ffea8df,35,0,40,40,0,0,,45,5,2600.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2600 per month, your potential matches could increase from 40 to ~45. This may help you receive more viewing invitations."
3b3ae42f-ef56-0fab-b62b-f94dde56eaeb,34,0,62,62,0,0,,62,0,,
3bb6b430-e7fb-8191-4af7-8d88374688f4,31,0,75,75,0,0,,75,0,,
3c412d55-fa8c-5afe-49f2-9206ac9d3814,45,0,2,10,8,3,"Hi! We noticed your application has had limited opportunities. If you can consider places with 3 bedroom(s), your potential matches could increase from 2 to ~10. This small adjustment might improve your chances of getting invited to a showing.",2,0,,
3c44db19-c25a-2657-28f9-168b7a80fe67,31,0,60,60,0,0,,60,0,,
3d375300-7a84-d23f-01c2-7ea718130fc3,40,0,20,67,47,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 20 to ~67. This small adjustment might improve your chances of getting invited to a showing.",20,0,,
3d4e5178-3baa-dfc1-929a-d3f84f5d1a26,32,0,63,63,0,0,,63,0,,
3db3540a-e971-7228-92e1-05772a8be7f0,33,0,0,0,0,4,,0,0,1000.0,
3dd2baaf-c24a-d410-70b6-9fc024cfcce8,37,0,55,55,0,0,,55,0,,
3e0dd798-c605-c53f-1eb8-1286804142a1,41,1,38,38,0,0,,40,2,2600.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2600 per month, your potential matches could increase from 38 to ~40. This may help you receive more viewing invitations."
3ec40b2e-cc68-7038-ac96-fd046d5538f7,31,0,35,35,0,0,,46,11,2200.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2200 per month, your potential matches could increase from 35 to ~46. This may help you receive more viewing invitations."
3ffa8dae-7ceb-7c09-fa6a-9b1c293c176a,35,1,54,54,0,0,,62,8,2600.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2600 per month, your potential matches could increase from 54 to ~62. This may help you receive more viewing invitations."
3fffab5c-2458-48f4-3805-762b3a47996b,42,0,56,56,0,0,,56,0,,
400f1308-7984-87da-56b2-6d7ad025ee1d,44,0,14,14,0,0,,14,0,1400.0,
4045bf9f-f375-238a-3341-97bdbc0ac33f,36,0,25,25,0,0,,30,5,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 25 to ~30. This may help you receive more viewing invitations."
41df110a-5f77-4760-9e5d-a97451e5e79d,38,0,57,57,0,0,,57,0,,
42dc219e-0807-aae3-3a27-5d256929e060,44,1,12,55,43,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 12 to ~55. This small adjustment might improve your chances of getting invited to a showing.",12,0,3200.0,
4392ceda-a003-f133-f4f7-f415a3464d2d,44,0,14,63,49,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 14 to ~63. This small adjustment might improve your chances of getting invited to a showing.",14,0,,
43f16151-fca0-bb81-39cc-228bf67a0ccc,38,0,51,51,0,0,,51,0,,
4610e882-be07-6b7a-f543-be7dcb0afe00,35,1,67,67,0,0,,67,0,,
4656b005-637f-7f6c-d47a-5c26010afc4d,39,0,1,1,0,5,,1,0,,
46e6e1b9-ce7d-577e-68d6-14f8d17d90f5,41,0,55,55,0,0,,55,0,2700.0,
47dc53ff-ff0b-0066-cfa8-da83d5b30bd0,31,0,69,69,0,0,,69,0,2700.0,
4977e772-2321-f3e0-d9ce-d8ee6e6a7363,34,0,29,29,0,0,,36,7,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 29 to ~36. This may help you receive more viewing invitations."
49ea5f5a-3cb7-0168-c4e1-d658fce13b92,40,0,6,11,5,2,"Hi! We noticed your application has had limited opportunities. If you can consider places with 2 bedroom(s), your potential matches could increase from 6 to ~11. This small adjustment might improve your chances of getting invited to a showing.",6,0,2700.0,
4a01ea6f-28ea-62b1-3e30-969c77ad94e9,40,1,23,23,0,0,,31,8,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 23 to ~31. This may help you receive more viewing invitations."
4a54afcb-277c-8d4a-6ce5-0d1eac7df323,46,0,40,40,0,0,,44,4,2600.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2600 per month, your potential matches could increase from 40 to ~44. This may help you receive more viewing invitations."
4ae3679b-2252-23a7-3f4e-e99889339a43,43,0,36,36,0,0,,41,5,2200.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2200 per month, your potential matches could increase from 36 to ~41. This may help you receive more viewing invitations."
4af6116d-4fc4-5b4b-b85f-dd318cc8569d,45,0,18,37,19,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 18 to ~37. This small adjustment might improve your chances of getting invited to a showing.",23,5,2200.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2200 per month, your potential matches could increase from 18 to ~23. This may help you receive more viewing invitations."
4bceb268-f5f3-fbfd-8220-ebfbf9810d15,36,0,52,52,0,0,,52,0,2700.0,
4cbbb51d-a7e7-bd64-5536-deb91e1d7c9a,45,0,65,65,0,0,,65,0,,
4dbe89b1-e0b5-b57b-6ff1-84dcd353db4a,45,0,25,80,55,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 25 to ~80. This small adjustment might improve your chances of getting invited to a showing.",25,0,,
4eae443e-b83a-bd7d-fb63-9cefe3c11c01,46,0,22,22,0,0,,32,10,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 22 to ~32. This may help you receive more viewing invitations."
4f0969f2-86c5-b4e1-10c3-7560db93f024,43,1,58,58,0,0,,58,0,2700.0,
4f2f757b-e8bb-55e0-9566-4601a4c60c7e,36,0,60,60,0,0,,60,0,,
50a3f33d-a514-0825-905b-2e5093ee47df,37,0,34,34,0,0,,42,8,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 34 to ~42. This may help you receive more viewing invitations."
51e16942-a557-0081-8541-a2843525ddb0,41,0,4,4,0,0,,4,0,1000.0,
52699227-8f6c-3ede-8617-f71e0597e5bb,40,0,26,62,36,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 26 to ~62. This small adjustment might improve your chances of getting invited to a showing.",26,0,3200.0,
5295653f-c1ea-4bca-4530-9569342b8dcb,30,0,5,5,0,0,,5,0,1000.0,
529565c0-b58b-6bd4-5cf1-11f1da80db04,41,0,61,61,0,0,,61,0,2700.0,
539883eb-ff87-bf45-17d6-f0d6540e2f53,37,0,56,56,0,0,,56,0,,
53ea430c-d299-aeb1-e401-0f688c943ccd,39,0,68,69,1,0,"Hi! We noticed your application has had limited opportunities. If you can consider places with 0 bedroom(s), your potential matches could increase from 68 to ~69. This small adjustment might improve your chances of getting invited to a showing.",68,0,,
54564a31-493b-d8ab-e5aa-4124daa078fa,36,0,2,3,1,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 2 to ~3. This small adjustment might improve your chances of getting invited to a showing.",2,0,1000.0,
5461282e-174d-7985-6029-f142e29538ce,36,0,21,45,24,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 21 to ~45. This small adjustment might improve your chances of getting invited to a showing.",21,0,2600.0,
54661865-ca28-46bf-42ed-517dff02a03a,39,0,54,54,0,0,,54,0,2700.0,
54b8125a-28e8-b262-5b05-264217e81ef1,45,0,30,30,0,0,,42,12,1800.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $1800 per month, your potential matches could increase from 30 to ~42. This may help you receive more viewing invitations."
54f23bb3-e9da-f336-6347-15ce9d2c0ea8,36,0,2,9,7,2,"Hi! We noticed your application has had limited opportunities. If you can consider places with 2 bedroom(s), your potential matches could increase from 2 to ~9. This small adjustment might improve your chances of getting invited to a showing.",2,0,,
555d7ce3-3bc8-37a3-045e-fe999c55f418,41,0,55,55,0,0,,55,0,,
55f7a679-3cc7-aba1-3173-a00cc3e8088a,37,0,8,8,0,0,,8,0,1000.0,
56cb860c-12b6-f075-cc23-87cf16c3ec52,44,0,4,4,0,0,,4,0,1000.0,
56e99773-9539-ab49-8269-c4f563e95047,31,0,1,4,3,3,"Hi! We noticed your application has had limited opportunities. If you can consider places with 3 bedroom(s), your potential matches could increase from 1 to ~4. This small adjustment might improve your chances of getting invited to a showing.",1,0,,
5771e0f7-d912-7ef1-c2c6-83c5370b3f06,41,0,14,55,41,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 14 to ~55. This small adjustment might improve your chances of getting invited to a showing.",14,0,,
5784655d-ec4d-9b66-7f54-461b2afae753,34,0,64,64,0,0,,64,0,3200.0,
5801f695-2094-45e8-3082-3606db7ac1bc,34,0,56,56,0,0,,56,0,,
584757e2-c380-0e8b-9281-556f7327a935,38,0,11,11,0,0,,11,0,1400.0,
5878f431-f6f9-843d-5357-863f32d104a0,39,0,13,71,58,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 13 to ~71. This small adjustment might improve your chances of getting invited to a showing.",13,0,,
594c184e-3fad-ff54-432d-c74dcd225ab5,32,0,76,76,0,0,,76,0,,
59b3ca9c-5269-b06a-3fd8-255fe6261a49,46,0,52,52,0,0,,52,0,,
59ff318c-c243-147f-d453-d6d96cfbf38a,42,0,69,70,1,0,"Hi! We noticed your application has had limited opportunities. If you can consider places with 0 bedroom(s), your potential matches could increase from 69 to ~70. This small adjustment might improve your chances of getting invited to a showing.",69,0,3200.0,
5a1c2cd7-744f-1130-8a1a-ae773f98bcbc,39,0,13,13,0,0,,13,0,1400.0,
5a740b11-8b2a-e9ea-14c9-f2e34bf743cd,43,0,55,55,0,0,,55,0,3200.0,
5aa7eba0-e57f-e2c7-d55e-a01ff618c805,32,1,48,48,0,0,,48,0,2700.0,
5abda013-352b-f55b-013e-095906535e74,30,0,70,70,0,0,,70,0,,
5b6a0940-970f-3a34-06d0-5ad0422eb07d,33,0,75,75,0,0,,75,0,,
5bf5643e-489a-e2e2-4f79-aed3a9f61cc2,41,0,8,16,8,2,"Hi! We noticed your application has had limited opportunities. If you can consider places with 2 bedroom(s), your potential matches could increase from 8 to ~16. This small adjustment might improve your chances of getting invited to a showing.",8,0,,
5c752a8d-9bbb-23e9-fc8e-5401f36c8c5a,43,0,8,35,27,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 8 to ~35. This small adjustment might improve your chances of getting invited to a showing.",10,2,2200.0,"Hi! We noticed your application has had limited opportunities. If you can extend your budget to about $2200 per month, your potential matches could increase from 8 to ~10. This may help you receive more viewing invitations."
5d9ea0c4-6c81-8566-8c48-cade0609a513,34,0,15,53,38,1,"Hi! We noticed your application has had limited opportunities. If you can consider places with 1 bedroom(s), your potential matches could increase from 15 to ~53. This small adjustment might improve your chances of getting invited to a showing.",15,0,,
5e3a08a8-15a7-254f-e9db-62de1825f865,33,0,11,18,7,2,"Hi! We noticed your application has had limited opportunities. If you can consider places with 2 bedroom(s), your potential matches could increase from 11 to ~18. This small adjustment might improve your chances of getting invited to a showing.",11,0,,
5e83a5f9-f314-4a1a-e796-bda62ab7c9ef,46,0,0,0,0,4,,0,0,2200.0,
5e99e70b-039b-cb9e-005a-27c9709cc2e1,39,0,1,7,6,3,"Hi! We noticed your application has had limited opportunities. If you can consider places with 3 bedroom(s), your potential matches could increase from 1 to ~7. This small adjustment might improve your chances of getting invited to a showing.",1,0,3200.0,
5f1a590e-6c09-37e0-34dd-5fd7765a14be,34,0,50,51,1,0,"Hi! We noticed your application has had limited opportunities. If you can consider places with 0 bedroom(s), your potential matches could increase from 50 to ~51. This small adjustment might improve your chances of getting invited to a showing.",50,0,2700.0,
