timestamp,input_tokens,output_tokens,total_tokens,user_input
2025-08-09T12:31:51.868420,450,85,535,"Charming 1-bedroom apartment in the Upper West Side of New York City, featuring stunning views of Broadway, Central Park, and the Hudson River. This property offers a full kitchen and spacious accommodations, perfect for experiencing authentic NYC culture. Enjoy the vibrant neighborhood with local shops and iconic attractions nearby. Monthly rent is available upon request."
2025-08-09T12:31:53.060457,461,86,547,"Charming 1-bedroom apartment in the Lone Mountain neighborhood of San Francisco. This light-filled unit features a well-equipped kitchen, a spacious living room with garden access, and a private patio with city views. Ideal for up to 4 guests, it includes a queen bed and a queen sleeper sofa. Monthly rent is $2,500, and the apartment is available for immediate occupancy."
2025-08-09T12:31:54.335646,464,92,556,"Charming 1-bedroom apartment in the heart of Greenwich Village, New York City, located on Christopher Street. Perfect for enjoying local events like the Pride Parade and Halloween Parade, with easy access to the Christopher Street Pier and shopping on Bleecker Street. The apartment features great southern exposure and a kitchenette (no stove) for your convenience. Monthly rent is available upon request; please inquire for details."
2025-08-09T12:31:55.556840,449,89,538,"Spacious 1-bedroom studio apartment in New York City, featuring a full kitchen, bathroom, and three large closets. Conveniently located just a 10-minute walk to the F and Q trains, 15 minutes to Prospect Park, and surrounded by bars and restaurants. $2,400 per month, available starting June."
2025-08-09T12:31:56.803209,482,80,562,"Spacious 3-bedroom Victorian home in San Francisco's NOPA neighborhood, just steps from the park. This bright, over 2,000 sq ft residence features 14-foot high ceilings and is perfect for families, complete with bunk beds and a selection of children's toys and books. Located 3 blocks from the Divisadero corridor and a 10-minute walk to Golden Gate Park. Please note that street parking is limited to 2 hours without a permit; public transportation is recommended."
2025-08-09T12:31:58.027011,447,99,546,"Newly renovated 1-bedroom apartment in Washington Heights, Manhattan, New York City. This secure, elevator building features modern amenities and is LGBTQ friendly, making it perfect for couples, solo travelers, or business professionals. Conveniently located just 20 minutes from Midtown and Times Square. Monthly rent is available upon request."
2025-08-09T12:31:59.362727,440,95,535,"Stunning 5-bedroom townhome in Brooklyn, New York City, featuring four unique floors with exposed brick walls and wood beams. Enjoy a sauna in the basement and a hot tub in the spacious backyard, perfect for relaxation and entertaining. Available for $800 per month starting November."
2025-08-09T12:32:00.651938,452,81,533,"Charming 1-bedroom suite in San Francisco, featuring stunning panoramic views of the Bay Bridge and Golden Gate Bridge. Enjoy the tranquility of this private sanctuary, complete with free street parking and a convenient 15-minute drive to the airport. Perfect for those seeking a unique retreat in the heart of the city. Monthly rent is available upon request."
2025-08-09T12:32:02.045130,441,90,531,"Charming 1-bedroom apartment in New York City, located in a quiet neighborhood with ample natural light. Conveniently situated near shopping, restaurants, and public transportation, including bus and subway access within a 5-minute walk. Available for $3,000 per month starting in March."
2025-08-09T12:32:03.126481,423,74,497,"Charming 1-bedroom apartment in New York City, conveniently located near major attractions. Ideal for those looking for easy access to the city. Available for $1,200 per month starting January."
2025-08-09T12:32:04.383720,435,81,516,"Spacious 4-bedroom home in San Francisco, perfect for families or groups looking to relax and enjoy the city. Located near a small neighborhood park and hiking trails, this property offers a comfortable retreat with ample open space. Monthly rental price available upon request."
2025-08-09T12:32:05.545539,445,85,530,"Charming 1-bedroom apartment in New York City, conveniently located just a 2-minute walk from the N and W subway lines. This bright space features a private patio, a shared rooftop with stunning views, and modern amenities including central air and updated appliances. Non-smoking property. Flexible booking options available."
2025-08-09T12:32:06.687785,415,64,479,"Charming 1-bedroom apartment in New York City, perfect for a peaceful retreat. Priced at $1,600 per month, available starting September."
2025-08-09T12:32:07.808800,450,82,532,"Newly remodeled 2-bedroom apartment in the desirable SOMA neighborhood of San Francisco. Features include an updated kitchen with quartz countertops, stainless steel appliances, and a remodeled bathroom. Enjoy shared outdoor spaces, new hardwood floors, and Serta Perfect Sleeper mattresses. This property is available for rent at $2,800 per month."
2025-08-09T12:32:09.164521,447,80,527,"Private 1-bedroom available in New York City, located in a residential neighborhood with easy access to public transportation and nearby stores. Guests will enjoy shared access to the kitchen, bathroom, living, and dining areas. Monthly rent is $1,200, with availability starting in July. Limited free street parking is available."
2025-08-09T12:32:10.618004,457,95,552,"Charming 2-bedroom apartment in Ditmas Park, New York City, featuring a spacious living room, fully equipped eat-in kitchen, and high ceilings. Enjoy hardwood floors, plenty of natural light, and convenient access to local grocery stores, cafes, and restaurants. Monthly rent is $3,000, available starting February. Please note, pets are not allowed."
2025-08-09T12:32:11.945027,459,89,548,"Charming 1-bedroom apartment in New York City, featuring a private bedroom with shared kitchen and bathroom. Located just 2 blocks from Manhattan-bound subway trains, with a travel time of 15 minutes to Manhattan. Enjoy roof access with stunning views of lower Manhattan, and a vibrant neighborhood filled with restaurants and bars. Available for $1,600 per month starting in November."
2025-08-09T12:32:13.249884,434,77,511,"Charming 1-bedroom private room in a newly renovated apartment in Brooklyn, New York City. Enjoy great lighting and ample space, conveniently located near the 3 and 4 subway trains. Priced at $800 per month, available starting June."
2025-08-09T12:32:14.658052,474,92,566,"Charming 1-bedroom apartment in Williamsburg, New York City, located on the waterfront across from Domino Park. This beautifully designed space features high-end furnishings, a walk-in kitchen, central AC, and high-speed WiFi, with stunning rooftop views of the Empire State Building and Williamsburg Bridge. Monthly rent is $2,800, and the unit is available immediately. Please note, no smoking or parties are allowed, as this is a personal residence."
2025-08-09T12:32:15.986257,471,86,557,"Beautiful 4-bedroom, 3-bathroom duplex apartment located in the East 70s of New York City. This spacious home features hardwood flooring, exposed brick, a modern kitchen with custom cabinetry, and an outdoor balcony. Ideal for remote work, it includes two full workstations with ergonomic setups and additional mini desks. Available for rent at a competitive price, this apartment is perfect for families or professionals seeking a stylish living space."
2025-08-09T12:32:17.378346,471,91,562,"Remodeled 1-bedroom apartment available in Jackson Heights, Queens, New York City, just 25 minutes from Manhattan and a 5-minute walk to the 7 Line subway station. This unit features a private bedroom (approximately 80 sqft) with a twin bed, closet, desk, and shared access to a kitchen and bathrooms. Ideal for those seeking a clean and well-maintained living space. Monthly rent is available upon request."
2025-08-09T12:32:18.728772,459,87,546,"Extra large 1-bedroom apartment in Astoria, New York City, featuring a queen-size bed with a memory foam mattress and a fold-out sofa. Conveniently located just 15 minutes from Manhattan and 10 minutes from LaGuardia Airport, with Astoria Park and N and W train station only minutes away. Available for $1,200 per month starting in April."
2025-08-09T12:32:20.105054,440,84,524,"Cozy 1-bedroom apartment in New York City, just a 5-minute walk from Times Square. This private room features a queen-size bed and an en-suite bathroom, with access to a shared kitchen and fridge. Available for $1,600 per month starting in April."
2025-08-09T12:32:21.445225,457,95,552,"Charming 3-bedroom family home in Williamsburg, New York City, featuring a private backyard and ample natural light. This two-floor unit includes an open-plan kitchen/living/dining area and two full baths, accommodating up to 6 guests. Conveniently located just 3 minutes from the L train, it's perfect for families or groups looking for an extended stay."
2025-08-09T12:32:22.612709,465,82,547,"Spacious 1-bedroom available in a 2-bedroom, 2-bathroom apartment located in Noe-Glen, San Francisco. This master bedroom features a queen bed, large windows, and an attached updated en-suite bathroom with modern amenities. Guests will share the space with the owner and a friendly English Labrador dog. Monthly rent is $X, and the apartment is available for immediate move-in."
2025-08-09T12:32:24.193263,457,107,564,"Spacious 1-bedroom loft in Williamsburg, Brooklyn, New York City, accommodating up to 5 guests. This ground floor apartment features a full kitchen, large flat-screen TV, and high-speed internet, along with access to a courtyard with grills and a rooftop deck offering stunning NYC skyline views. Pets are welcome with prior approval. Monthly rent is available upon request."
2025-08-09T12:32:25.436626,447,94,541,"Modern 1-bedroom studio apartment in Midtown West, New York City. This spacious and inviting unit offers easy access to Central Park, Times Square, and a variety of dining and entertainment options. Ideal for both work and leisure, it features a fully equipped kitchen with brand new appliances. Monthly rent is available upon request."
2025-08-09T12:32:26.609861,462,93,555,"Charming 1-bedroom apartment in Fort Greene, Brooklyn, New York City. This cozy and comfortable unit is in excellent condition and conveniently located near the G train and several bus lines. Enjoy the vibrant neighborhood with parks, flea markets, and cultural institutions. $800 per month, available starting December. Please note, the apartment is situated above a bar, which may result in some noise."
2025-08-09T12:32:27.784100,450,85,535,"Modern 1-bedroom apartment in the heart of New York City's historic Lower East Side. Enjoy unobstructed views of Manhattan and easy access to iconic neighborhoods, boutiques, and attractions. The property includes a fitness center and complimentary coffee and wine upon check-in. Ideal for those seeking an exciting urban getaway. Monthly rental price not specified."
2025-08-09T12:32:29.086924,468,107,575,"1-bedroom apartment in Central Flushing, Queens, New York City, near Sheraton Hotel and Citi Field Mets Stadium. This private room features its own bathroom and terrace, along with access to shared living and dining areas, and kitchen privileges. Conveniently located minutes from the Main Street subway #7 Train and just 20 minutes from JFK and LaGuardia airports. Monthly rent is $2,000, available immediately."
2025-08-09T12:32:30.239643,483,82,565,"Furnished 3-bedroom apartment in Brooklyn, New York City, located at Church Ave and Rogers Avenue. Each room features ample natural light and includes furniture such as a bed, dresser, HD TV, desk, and chair. Just 3 minutes from the 2 and 5 trains, and 12 minutes to the Q and B trains, with Prospect Park only 3 blocks away. Rent is $2,000 per month, with utilities at $120 per person, available from June."
2025-08-09T12:32:31.360135,437,74,511,"Charming 1-bedroom, 1-bathroom unit in the Alamo Square/NoPa neighborhood of San Francisco. This home features an open floor plan with views of a shared backyard, perfect for relaxation. Available for $800 per month starting in April."
2025-08-09T12:32:32.667520,453,84,537,"Modern 1-bedroom apartment in Greenpoint, Brooklyn, just 2 blocks from subway and ferry access to Manhattan. Enjoy stunning skyline views from floor-to-ceiling windows and relax on one of Brooklyn's best rooftops. The building features elevator access and is surrounded by vibrant coffee shops, restaurants, and shopping. Monthly rent is available upon request."
2025-08-09T12:32:33.854247,463,95,558,"Spacious 4-bedroom townhouse located in the desirable Carroll Gardens neighborhood of Brooklyn, New York City. This family-friendly home features a gym, media area, 4 private outdoor gardens, and 7 independent workspaces, perfect for both relaxation and productivity. Enjoy premium quality memory foam mattresses for a restful night's sleep. Monthly rental price available upon request; housekeeping and babysitting services can be arranged."
2025-08-09T12:32:35.243611,477,87,564,"Beautifully decorated 2-bedroom apartment in New York City, located in a highly convenient neighborhood with the subway (#1 train) just across the street. Close to Central Park, Riverside Park, shopping, restaurants, and the Museum of Natural History. This apartment is available for a minimum stay of 5 nights, and is suitable for guests aged 16 and older. Please note, no shoes are allowed inside the apartment, and the owner has allergies to scented products."
2025-08-09T12:32:36.466302,444,83,527,"Beautiful 1-bedroom apartment in the East Village, New York City, located on 13th St & Ave A. Features a new kitchen, new furniture, and ample space, accommodating up to 3 guests with a convertible sofa bed. Available for $2,400 per month starting in October."
2025-08-09T12:32:37.765505,455,91,546,"Updated 1-bedroom apartment available in Bushwick, New York City. This spacious unit features historic wood floors, a full-size bed, and a large couch, accommodating up to three guests. Conveniently located near the J train and within walking distance to local bars and restaurants. Pet-friendly with a friendly cat included. Monthly rent is $2,500."
2025-08-09T12:32:39.078542,471,82,553,"Renovated 1-bedroom garden apartment in Brooklyn, New York City, accommodating up to 5 guests. This spacious 900 sq ft unit features a new kitchen and bathroom, private desk/sleeping area, and shared outdoor garden. Conveniently located just 700 ft from the 2/5 train station for easy access to Manhattan (25 min) and Barclays Downtown Brooklyn (15 min). Monthly rental price available upon request."
2025-08-09T12:32:40.234264,461,83,544,"Beautifully renovated 1-bedroom apartment in the heart of the West Village, New York City. This spacious unit features a fold-out sofa bed, accommodating up to four guests, and is fully furnished with all essentials. Enjoy easy access to bars, cafes, restaurants, and boutique shopping right at your doorstep. Please note, the building has no elevator. Monthly rent is available upon request."
2025-08-09T12:32:41.479110,449,94,543,"Charming 1-bedroom apartment in the Bronx, New York City, featuring vaulted 12 ft ceilings and hardwood floors. This unique rental offers modern amenities and can accommodate up to 4 guests. Conveniently located in a quiet, tree-lined neighborhood near transportation, local stores, and restaurants. Monthly rent is available upon inquiry."
2025-08-09T12:32:42.594383,458,88,546,"Modern 1-bedroom apartment in San Francisco, featuring a brand new queen-size bed and a comfortable queen-size Aero bed in the living room. Located just 5 blocks from Golden Gate Park, this apartment boasts a walk score of 91 and is surrounded by restaurants and grocery stores. Available for $2,500 per month, with a focus on eco-friendly cleaning supplies."
2025-08-09T12:32:44.047852,481,101,582,"1-bedroom apartment in Flushing, New York City, located in a quiet yet central area. The building features on-site management, 24-hour security, and daily cleaning services. Convenient access to banks, a post office, and various dining options within a 3-minute walk. Just 6 minutes to the 7 subway line, with easy access to JFK and LaGuardia airports. Monthly rent is $2,500, with free parking available on-site, subject to availability."
2025-08-09T12:32:45.107970,421,67,488,"Charming 1-bedroom apartment in New York City, centrally located for convenience. Ideal for those seeking a peaceful living environment. Available for $1,600 per month starting in May."
2025-08-09T12:32:46.307834,467,85,552,"Modern 1-bedroom luxury suite in San Francisco, located near Alamo Square and the Painted Ladies. This newly renovated 700 sq ft flat features a full kitchen, king-size bed, and access to an 800 sq ft shared backyard. Perfect for vacationers and business travelers, with a walker's paradise score of 98, it's surrounded by boutiques, cafes, and restaurants. Monthly rent is available upon request."
2025-08-09T12:32:47.605488,439,88,527,"Renovated 1-bedroom apartment in Brooklyn, New York City, featuring exposed brick walls in a classic brownstone building. Ideal for long-term stays (minimum 1 month) with shared common spaces; cleanliness is expected. Monthly rent is $800, available starting December."
2025-08-09T12:32:49.165694,456,96,552,"Spacious 1-bedroom loft in Williamsburg, New York City, featuring 15-foot ceilings and abundant natural light. This designer apartment offers a tranquil open-plan living area, a hotel-worthy bedroom with a new comfortable bed, and high-speed Wi-Fi. Just a 2-minute walk to the subway for quick access to Manhattan. Monthly rent is available upon request."
2025-08-09T12:32:50.490571,468,98,566,"Cozy 1-bedroom apartment available for rent in Park Slope, Brooklyn, New York City. This corner unit features a modern kitchen, updated bathroom, and a well-lit bedroom with a Casper queen-sized mattress and air conditioning. Enjoy shared access to the living room with a large TV and fast Wi-Fi. Conveniently located near the train, grocery stores, and restaurants. Monthly rent is $X, available immediately."
2025-08-09T12:32:51.969893,455,91,546,"Charming 1-bedroom apartment in Crown Heights, Brooklyn, located in a historic limestone row house built in 1899. This garden-level unit features modern amenities, including a fully equipped kitchen, washer/dryer, and access to a private backyard. Ideal for couples looking for a retreat after exploring NYC, with a quick 35-minute commute to Manhattan."
2025-08-09T12:32:53.150884,462,90,552,"Spacious 1-bedroom apartment in Astoria, New York City, offering a safe and clean living environment. Conveniently located near public transportation (Q66 bus and R, M, N, W subway lines), just three stops from Lexington Ave, Manhattan. Enjoy easy access to local restaurants, bars, shops, and parks. Available for $1,200 per month starting in October."
2025-08-09T12:32:54.354575,444,92,536,"Private 1-bedroom available in New York City, conveniently located near Manhattan. The room features a queen-size bed that can be converted into twin beds, with heating and air conditioning. Please note that the bathroom is shared and there are specific plumbing restrictions. Ideal for two guests, with Wi-Fi included."
2025-08-09T12:32:55.609644,448,87,535,"Chic 1-bedroom apartment in Sunnyside, New York City, just minutes from Midtown Manhattan. Ideal for up to 2 people, this stylish space features a quiet sleeping nook and is conveniently located near restaurants, bars, and grocery stores. Monthly rent is $X, with availability starting immediately. No smoking allowed."
2025-08-09T12:32:56.800216,458,96,554,"Fully furnished 1-bedroom apartment in Astoria, New York City, just a short walk from the N/Q train, providing easy access to Manhattan in 15 minutes. This spacious unit features two bathrooms, a roof deck, and modern amenities including WiFi and a dishwasher. Ideal for those seeking a vibrant neighborhood with excellent dining options. Monthly rent is available upon request."
2025-08-09T12:32:58.014864,469,90,559,"Cozy 1-bedroom apartment in the East Village, New York City, located on 5th Street. This private room features a loft bed, providing ample space for personal belongings, and offers full access to the bathroom and kitchen. Surrounded by trendy boutiques and restaurants, this apartment is perfect for those who need a clean, comfortable place to sleep while enjoying the vibrant neighborhood. Available for $3,000 per month."
2025-08-09T12:32:59.452290,465,86,551,"Modern 3-bedroom home in Queens, New York City, located just 6 minutes from JFK and 15 minutes from LaGuardia airports. This elegant upper-level apartment features a king-sized bed, two queen beds, a fully-equipped kitchen, and a spacious living area, making it ideal for medical workers, professionals, families, or travelers. Monthly rental price available upon request; please inquire for availability."
2025-08-09T12:33:01.473750,458,103,561,"Modern 1-bedroom apartment in San Francisco, centrally located with a Walk Score of 98 and a Bike Score of 91. This fully furnished unit features a well-equipped kitchen, fast internet, and access to free laundry facilities. Ideal for professionals and students, with easy access to co-working spaces and local dining. Monthly rent is $2,500, available immediately."
2025-08-09T12:33:02.875046,451,86,537,"Charming 3-bedroom home in San Francisco, featuring stunning views of Twin Peaks and the Golden Gate. This light-filled residence offers 2 baths, a spacious open living area, and private decks for relaxation. Located in a quiet neighborhood with ample parking and convenient access to public transportation and nearby parks. Monthly rent is available upon request."
2025-08-09T12:33:04.794039,436,91,527,"1-bedroom apartment in New York City, conveniently located just a 5-minute walk from Queens Center Mall and 20 minutes by metro to Manhattan. This peaceful and safe neighborhood offers a quiet living environment. Available for $1,200 per month starting in June."
2025-08-09T12:33:06.112561,452,93,545,"Charming 1-bedroom apartment in Crown Heights, Brooklyn, New York City. This cozy space features a queen bed, private workspace, and a historic decorative fireplace. Enjoy access to a fully equipped kitchen and proximity to local restaurants, bars, and public transportation for easy commuting to Manhattan. Monthly rent is $2,000, available immediately."
2025-08-09T12:33:07.286624,426,76,502,"Neat 1-bedroom apartment in New York City, located in a secure and quiet neighborhood. Close to parks, shopping, restaurants, and public transportation. $2,400 per month, available starting March."
2025-08-09T12:33:08.590888,432,78,510,"Charming 1-bedroom apartment in New York City, featuring a bright and cozy atmosphere. This unit includes a fully equipped kitchen, combined bathroom with laundry facilities, and Wi-Fi. Available for $3,000 per month starting in February."
2025-08-09T12:33:09.955694,446,100,546,"Spacious 2-bedroom ranch house in Laurelton, Queens, New York City. Features include newly renovated bathrooms, a private entrance, and a deck. Conveniently located near JFK Airport, shopping centers, and public transportation, with quick access to Manhattan via LIRR. Monthly rent is available upon request."
2025-08-09T12:33:11.243080,466,88,554,"Charming 3-bedroom apartment located in the Kensington neighborhood of Brooklyn, New York City. This beautifully designed first-floor unit features a fully stocked kitchen, a spacious living room, and a private entrance with keyless entry. Family-friendly accommodations are just steps away from restaurants, cafes, and Prospect Park, with easy access to subway stations within a 10-15 minute walk. Monthly rent is available upon request."
2025-08-09T12:33:12.574747,442,83,525,"Modern 1-bedroom apartment in the Gramercy area of New York City, featuring a spacious tri-level layout and private backyard patio. Located in a secure doorman building with access to a rooftop deck offering stunning views of NYC landmarks. Rent is $800 per month, available starting February."
2025-08-09T12:33:14.086081,469,108,577,"Elegant 2-bedroom apartment in Brooklyn, New York City, featuring high ceilings, large windows, and a working fireplace. This spacious and clean unit includes fast Wi-Fi, a full kitchen with an espresso maker, and a record player with a vinyl collection. Ideal for both vacationers and remote workers, the apartment offers a quiet sanctuary while being conveniently located near local attractions. Available for rent at $2,500 per month."
2025-08-09T12:33:15.581282,471,96,567,"Spacious 3-bedroom, 3-bathroom condo in New York City, located just 10 minutes from Manhattan by train. This modern two-story home features a private backyard, ample natural light, and a fully equipped kitchen with brand new appliances. Ideal for small gatherings (approval required), it includes a king bedroom, a loft-style queen bedroom, and a single bedroom. Available for rent at $4,500 per month."
