owner_id,days_since_application,number_of_shows,suggested_price,delta_price,message
29d24f65-1c6c-0da1-730b-91249adbeacd,36,0,1000.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 48 to ~49. This may help attract more qualified applicants and accelerate scheduling."
2ba65c69-8385-e5fe-4914-0c716106e16e,35,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 50 to ~52. This may help attract more qualified applicants and accelerate scheduling."
2bf33f46-befb-8e97-82da-ed1b704873e0,31,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 29 to ~31. This may help attract more qualified applicants and accelerate scheduling."
2d847c78-563e-48b3-c343-cf74cfe82f3c,31,0,1600.0,8,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 51 to ~59. This may help attract more qualified applicants and accelerate scheduling."
2d981bfa-50c3-f8c3-da45-48996305962d,38,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~35. This may help attract more qualified applicants and accelerate scheduling."
2e39d736-4836-6890-dc5c-c3dcf0d931a9,37,0,2300.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 26 to ~30. This may help attract more qualified applicants and accelerate scheduling."
305bd3cd-5c3f-caca-a42d-5d0879d383ce,45,0,2300.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 36 to ~39. This may help attract more qualified applicants and accelerate scheduling."
30e03326-09c1-09e9-8433-95263f9d7ccb,34,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 60 to ~62. This may help attract more qualified applicants and accelerate scheduling."
31063c0d-edb8-3d34-9e71-baa079acbe02,43,1,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~42. This may help attract more qualified applicants and accelerate scheduling."
321f70c2-f0cf-dac4-2ea0-8b7614adbb6b,34,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 46 to ~49. This may help attract more qualified applicants and accelerate scheduling."
39c1323c-3a64-363c-a639-ce69a04efd61,46,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 33 to ~36. This may help attract more qualified applicants and accelerate scheduling."
3ceacd99-fb0b-d355-2890-2e03d3dab9ad,30,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
3df52bfe-633f-4671-4e20-fda5432ca75c,39,0,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~37. This may help attract more qualified applicants and accelerate scheduling."
3e4962c8-900c-4aaf-b91f-d295bceab385,44,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 32 to ~33. This may help attract more qualified applicants and accelerate scheduling."
40b748b0-1ab3-535b-f98a-e96904e962e2,32,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 36 to ~37. This may help attract more qualified applicants and accelerate scheduling."
4404da3e-5689-a6c0-0865-86d140c68800,36,0,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 52 to ~55. This may help attract more qualified applicants and accelerate scheduling."
44c48bc1-3675-a816-e56d-d7e4aa29f7f1,46,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 21 to ~24. This may help attract more qualified applicants and accelerate scheduling."
4a74b76d-82f7-5b30-2e0b-b3f5d5561c84,43,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 44 to ~45. This may help attract more qualified applicants and accelerate scheduling."
4bbcdaf2-f85c-fcbf-c79a-f1b159ddc31e,32,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 42 to ~43. This may help attract more qualified applicants and accelerate scheduling."
4cfd487b-d7ee-f57e-a48f-4bb413d966af,38,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~33. This may help attract more qualified applicants and accelerate scheduling."
4d0d7528-5f54-2be5-2541-526374583337,40,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 52 to ~55. This may help attract more qualified applicants and accelerate scheduling."
4d73959b-1743-d711-7e3b-918a60418470,34,1,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 38 to ~39. This may help attract more qualified applicants and accelerate scheduling."
4d78aacb-8e78-d0ab-d887-4b26bd7995f8,32,0,1400.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1400, your potential matches could increase from 53 to ~54. This may help attract more qualified applicants and accelerate scheduling."
4e76225f-f691-f490-33c4-42ff8b2d0a2d,44,0,2300.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 26 to ~30. This may help attract more qualified applicants and accelerate scheduling."
4ebe4527-5a46-81ed-e362-334e5d634e3c,43,0,1900.0,6,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 26 to ~32. This may help attract more qualified applicants and accelerate scheduling."
50728d7a-895d-5ee8-ebfb-8341563fbc02,43,0,1600.0,6,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 49 to ~55. This may help attract more qualified applicants and accelerate scheduling."
536acd31-3750-d6dd-e71e-3fe4a5240ee8,31,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~36. This may help attract more qualified applicants and accelerate scheduling."
5429629e-451c-002e-409b-f6858871b059,44,0,2800.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 27 to ~28. This may help attract more qualified applicants and accelerate scheduling."
565a5fac-51bd-a859-f390-f1a56ebb7842,44,0,1600.0,7,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 48 to ~55. This may help attract more qualified applicants and accelerate scheduling."
599ece6d-84c5-ec56-7fe2-64cf346c22fd,46,1,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~37. This may help attract more qualified applicants and accelerate scheduling."
5a40f5e2-e058-8599-b971-8b873414e39a,45,0,2800.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 25 to ~26. This may help attract more qualified applicants and accelerate scheduling."
5cdddeec-83f6-a0f0-b796-14d063922d1c,38,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 43 to ~44. This may help attract more qualified applicants and accelerate scheduling."
606f0809-7dc1-5d5f-1864-347a5d8b8bac,33,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 26 to ~28. This may help attract more qualified applicants and accelerate scheduling."
607da704-705a-fe16-70cf-cf124286d993,35,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~34. This may help attract more qualified applicants and accelerate scheduling."
62036640-32c3-34c8-b185-bbc4eeef0dcd,44,0,1600.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~37. This may help attract more qualified applicants and accelerate scheduling."
6313b838-72ee-124e-2d6a-822cdd2c165b,42,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 47 to ~49. This may help attract more qualified applicants and accelerate scheduling."
63f6f09e-d94a-a952-be8e-eb60cc82a9e1,41,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 46 to ~49. This may help attract more qualified applicants and accelerate scheduling."
64037fc7-41be-2fe6-e7d9-5e7c27dcb346,46,0,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~36. This may help attract more qualified applicants and accelerate scheduling."
64ce4d73-3d65-8a43-f15d-c9d55040e8e6,46,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 28 to ~29. This may help attract more qualified applicants and accelerate scheduling."
6610c4d4-0ce4-9b77-1d90-afba5d46f20a,30,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 46 to ~47. This may help attract more qualified applicants and accelerate scheduling."
66859beb-35d7-e769-58c5-4bf3914fe127,42,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~36. This may help attract more qualified applicants and accelerate scheduling."
66b7f1b5-d8b6-2969-c492-161936a02943,40,0,2300.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 32 to ~37. This may help attract more qualified applicants and accelerate scheduling."
68dac401-be3e-7894-9ace-9b489bff62ab,40,0,2300.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 21 to ~23. This may help attract more qualified applicants and accelerate scheduling."
693f50a2-a236-38ef-a18e-82da6b49d0c2,39,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 36 to ~37. This may help attract more qualified applicants and accelerate scheduling."
6a02930b-58a3-acbc-62bf-925e5a29c855,33,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 41 to ~43. This may help attract more qualified applicants and accelerate scheduling."
6b42ce53-2f87-dfed-f88a-0d1a57bd24fe,35,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 29 to ~30. This may help attract more qualified applicants and accelerate scheduling."
6b7acb43-3aca-d456-e31d-dab0a42b1e32,30,0,2800.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 24 to ~25. This may help attract more qualified applicants and accelerate scheduling."
6b875498-e347-4d1c-fc1b-a92dbad7a218,46,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 23 to ~25. This may help attract more qualified applicants and accelerate scheduling."
6e01f9e9-4a0c-23a2-c4c2-7a54a324a6d8,34,0,2300.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 31 to ~34. This may help attract more qualified applicants and accelerate scheduling."
6f775447-bb3d-a0de-6077-00a1a70dfe87,40,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 50 to ~53. This may help attract more qualified applicants and accelerate scheduling."
7353160c-3c06-e8ee-f096-182032295d09,43,0,2300.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 32 to ~34. This may help attract more qualified applicants and accelerate scheduling."
75cb2f66-4732-9fcf-405c-d80f9a5beeaf,38,0,600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $600, your potential matches could increase from 40 to ~41. This may help attract more qualified applicants and accelerate scheduling."
7661fbb8-b9c8-a8b8-3217-6d3ad5f0fa88,36,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 36 to ~37. This may help attract more qualified applicants and accelerate scheduling."
781caeb1-ebe7-0727-55bb-df070963fed0,38,1,2300.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 25 to ~27. This may help attract more qualified applicants and accelerate scheduling."
78771f85-130c-6b93-1ba5-cabbc85f9331,36,0,1600.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 56 to ~57. This may help attract more qualified applicants and accelerate scheduling."
78f09d28-3eb5-f4d1-6a34-0878f43ca5ec,30,1,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 22 to ~23. This may help attract more qualified applicants and accelerate scheduling."
7a2eb8c4-411f-12bb-5568-770e5ca644ac,34,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 28 to ~29. This may help attract more qualified applicants and accelerate scheduling."
7a77544a-c9cc-1c7d-81fc-861f83d2b153,38,0,1900.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 42 to ~46. This may help attract more qualified applicants and accelerate scheduling."
7c51a0b3-8b62-8fc9-d83b-50b2ea756e0d,42,1,2300.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 27 to ~29. This may help attract more qualified applicants and accelerate scheduling."
7d2175e4-8648-fb18-2468-b25f766161fb,32,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 42 to ~44. This may help attract more qualified applicants and accelerate scheduling."
8323f678-f44e-1181-0341-e7411b82ee89,45,0,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 46 to ~49. This may help attract more qualified applicants and accelerate scheduling."
84fa4f31-b7a9-d235-09cf-209086f0a0fb,32,0,1400.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1400, your potential matches could increase from 43 to ~45. This may help attract more qualified applicants and accelerate scheduling."
85becdd8-42db-f451-4378-3e13490a46b3,42,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 23 to ~24. This may help attract more qualified applicants and accelerate scheduling."
875f8fb1-faab-1f77-f5f0-a17bdf13c9ce,44,1,2800.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 31 to ~32. This may help attract more qualified applicants and accelerate scheduling."
8b949704-e09b-9e95-1a06-94ed2a03f1b1,30,0,1000.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 44 to ~45. This may help attract more qualified applicants and accelerate scheduling."
8bfaa5c8-5d03-4904-d2c5-77a0d7419498,34,0,2300.0,6,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 26 to ~32. This may help attract more qualified applicants and accelerate scheduling."
8eb3e8a2-209b-9f01-34c5-d31c61beec81,43,0,1900.0,6,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 50 to ~56. This may help attract more qualified applicants and accelerate scheduling."
8f5fbf30-1073-1642-8b47-4e4cc3520e95,41,0,1000.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 50 to ~51. This may help attract more qualified applicants and accelerate scheduling."
8f830c89-9be1-b1e7-094c-89919c05040d,45,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
90381a03-1cf5-bf81-3f13-6808f622e751,44,1,2200.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2200, your potential matches could increase from 26 to ~27. This may help attract more qualified applicants and accelerate scheduling."
914392ff-7515-1b16-d7f0-ed141542ccd3,37,0,1600.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 29 to ~34. This may help attract more qualified applicants and accelerate scheduling."
91b67107-3a81-eb55-3eae-e319325a1f9b,45,0,1900.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 57 to ~60. This may help attract more qualified applicants and accelerate scheduling."
947411fc-0036-c8e4-274e-f5147e61a9a1,32,0,1600.0,4,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 32 to ~36. This may help attract more qualified applicants and accelerate scheduling."
9922a8c1-2e56-273c-feb6-9e235e4f2099,40,0,1600.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 40 to ~45. This may help attract more qualified applicants and accelerate scheduling."
9a1e3907-3173-d275-f3ec-4fd954fe5163,46,0,3000.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $3000, your potential matches could increase from 28 to ~29. This may help attract more qualified applicants and accelerate scheduling."
9a781d6e-b4d5-30a8-1709-749503be4359,45,0,1900.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 48 to ~50. This may help attract more qualified applicants and accelerate scheduling."
9cf82c62-65fa-0d9d-855b-9c4ca23fbb0f,46,0,1900.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 25 to ~26. This may help attract more qualified applicants and accelerate scheduling."
9d0ffc7a-4527-dcba-931f-63b041461343,46,0,2300.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 27 to ~30. This may help attract more qualified applicants and accelerate scheduling."
9d58f23f-f8d5-02e4-938b-162b9c41d7fd,31,0,2300.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 41 to ~42. This may help attract more qualified applicants and accelerate scheduling."
9d864ed4-dbc5-1b08-d121-5ac3aea20b72,36,0,2200.0,1,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2200, your potential matches could increase from 44 to ~45. This may help attract more qualified applicants and accelerate scheduling."
a0072467-c84e-1b56-6555-16239ac938f8,40,0,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 30 to ~33. This may help attract more qualified applicants and accelerate scheduling."
a29993d8-e942-27d7-5795-4c031bd66b99,37,0,2800.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 38 to ~40. This may help attract more qualified applicants and accelerate scheduling."
a2b23580-548b-78bc-d8e3-e6f110132bbc,31,0,1600.0,3,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 44 to ~47. This may help attract more qualified applicants and accelerate scheduling."
a43897fa-4db6-ce81-df88-ed910f1a824f,33,0,1600.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 47 to ~52. This may help attract more qualified applicants and accelerate scheduling."
a62c96af-709b-139b-b999-d66273897170,30,0,2300.0,5,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 25 to ~30. This may help attract more qualified applicants and accelerate scheduling."
a786645e-44a2-66f8-1045-2e3349b11a6c,30,0,1600.0,2,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 36 to ~38. This may help attract more qualified applicants and accelerate scheduling."
