timestamp,input_tokens,output_tokens,total_tokens,text_input
2025-08-09T12:53:32.726468,25,0,25,"stunning panoramic views, private sanctuary, free street parking, convenient access to airport, unique retreat in the heart of the city"
2025-08-09T12:53:32.726468,30,0,30,"charming, quiet neighborhood, ample natural light, conveniently near shopping, restaurants, and public transportation, bus and subway access within a 5-minute walk"
2025-08-09T12:53:32.726468,13,0,13,"conveniently located near major attractions, easy access to the city"
2025-08-09T12:53:32.726468,25,0,25,"spacious property, perfect for families or groups, located near a neighborhood park and hiking trails, comfortable retreat with ample open space"
2025-08-09T12:53:32.728893,29,0,29,"charming, conveniently located near subway, private patio, shared rooftop with stunning views, modern amenities, central air, updated appliances, non-smoking"
2025-08-09T12:53:32.728893,5,0,5,"charming, peaceful retreat"
2025-08-09T12:53:32.728893,25,0,25,"newly remodeled, desirable neighborhood, updated kitchen, shared outdoor spaces, hardwood floors, includes Serta Perfect Sleeper mattresses"
2025-08-09T12:53:32.728893,20,0,20,"residential neighborhood, easy access to public transportation, nearby stores, shared spaces, limited free street parking"
2025-08-09T12:53:32.728893,35,0,35,"spacious living room, fully equipped eat-in kitchen, high ceilings, hardwood floors, plenty of natural light, convenient access to grocery stores, cafes, and restaurants, no pets"
2025-08-09T12:53:32.728893,29,0,29,"private bedroom, shared kitchen and bathroom, close to subway with quick access to Manhattan, roof access with stunning views, vibrant neighborhood with restaurants and bars"
2025-08-09T12:53:32.728893,14,0,14,"newly renovated, great lighting, ample space, conveniently located near subway"
2025-08-09T12:53:32.728893,28,0,28,"waterfront location, high-end furnishings, walk-in kitchen, central AC, high-speed WiFi, stunning rooftop views, no smoking, no parties"
2025-08-09T12:53:32.732130,30,0,30,"beautiful duplex apartment, hardwood flooring, exposed brick, modern kitchen, outdoor balcony, ideal for remote work, includes workstations, perfect for families or professionals"
2025-08-09T12:53:32.732130,28,0,28,"remodeled unit, 25 minutes from Manhattan, 5-minute walk to subway, clean and well-maintained, shared kitchen and bathrooms"
2025-08-09T12:53:32.732130,23,0,23,"extra large apartment, queen-size bed with memory foam mattress, fold-out sofa, conveniently located near public transportation and amenities"
2025-08-09T12:53:32.732130,24,0,24,"cozy, 5-minute walk from Times Square, private room, en-suite bathroom, access to shared kitchen and fridge"
2025-08-09T12:53:32.732130,35,0,35,"charming, private backyard, ample natural light, open-plan kitchen/living/dining, two full baths, accommodates up to 6 guests, convenient location near L train"
2025-08-09T12:53:32.733291,20,0,20,"spacious apartment, modern amenities, large windows, friendly English Labrador dog, shared space with the owner"
2025-08-09T12:53:32.733291,44,0,44,"spacious loft, accommodates up to 5 guests, ground floor, full kitchen, large flat-screen TV, high-speed internet, courtyard with grills, rooftop deck with NYC skyline views, pets allowed with prior approval"
2025-08-09T12:53:32.733291,32,0,32,"modern and spacious, easy access to Central Park and Times Square, close to dining and entertainment options, ideal for work and leisure, fully equipped kitchen with new appliances"
2025-08-09T12:53:32.734301,26,0,26,"cozy and comfortable, near G train and bus lines, vibrant neighborhood with parks and cultural institutions, some noise due to bar below"
2025-08-09T12:53:32.734301,30,0,30,"modern, unobstructed views of Manhattan, easy access to neighborhoods and attractions, fitness center, complimentary coffee and wine, ideal for exciting urban getaway"
2025-08-09T12:53:32.734301,42,0,42,"private room with its own bathroom and terrace, access to shared living and dining areas, kitchen privileges, near Sheraton Hotel and Citi Field, close to Main Street subway #7 Train, convenient for airport access"
2025-08-09T12:53:32.735302,18,0,18,"furnished apartment, ample natural light, includes furniture, close to subway, near Prospect Park"
2025-08-09T12:53:32.735302,16,0,16,"charming unit, open floor plan, views of shared backyard, perfect for relaxation"
2025-08-09T12:53:32.736302,24,0,24,"close to subway and ferry access, stunning skyline views, excellent rooftop, elevator building, vibrant neighborhood with coffee shops and restaurants"
2025-08-09T12:53:32.736302,35,0,35,"spacious, located in Carroll Gardens, family-friendly, gym, media area, private outdoor gardens, independent workspaces, premium memory foam mattresses, housekeeping and babysitting available"
2025-08-09T12:53:32.736302,32,0,32,"highly convenient neighborhood, close to parks, shopping, and restaurants, suitable for guests aged 16 and older, no shoes allowed inside, scented products prohibited"
2025-08-09T12:53:32.737301,20,0,20,"new kitchen, new furniture, ample space, accommodates up to 3 guests, convertible sofa bed"
2025-08-09T12:53:32.737301,28,0,28,"spacious unit, historic wood floors, convenient location near J train, walking distance to bars and restaurants, pet-friendly with a friendly cat included"
2025-08-09T12:53:32.737301,21,0,21,"renovated, spacious, new kitchen and bathroom, shared outdoor garden, convenient location close to train station"
2025-08-09T12:53:32.737301,22,0,22,"beautifully renovated, spacious unit, fold-out sofa bed, fully furnished, easy access to amenities, no elevator"
2025-08-09T12:53:32.737301,34,0,34,"vaulted 12 ft ceilings, hardwood floors, modern amenities, accommodates up to 4 guests, quiet tree-lined neighborhood, near transportation, local stores, and restaurants"
2025-08-09T12:53:32.738812,30,0,30,"modern apartment, brand new furniture, walk score of 91, close to Golden Gate Park, surrounded by restaurants and grocery stores, eco-friendly cleaning supplies"
2025-08-09T12:53:32.738812,38,0,38,"quiet yet central area, on-site management, 24-hour security, daily cleaning services, convenient access to banks and dining options, close to subways and airports, free parking subject to availability"
2025-08-09T12:53:32.738812,8,0,8,"centrally located, peaceful living environment"
2025-08-09T12:53:32.738812,30,0,30,"modern luxury suite, newly renovated, shared backyard, ideal for vacationers and business travelers, walker's paradise, near boutiques, cafes, and restaurants"
2025-08-09T12:53:32.740295,25,0,25,"renovated, exposed brick walls, classic brownstone building, ideal for long-term stays, shared common spaces, cleanliness expected"
2025-08-09T12:53:32.740295,35,0,35,"spacious, 15-foot ceilings, abundant natural light, tranquil open-plan living area, hotel-worthy bedroom, high-speed Wi-Fi, close to subway, quick access to Manhattan"
2025-08-09T12:53:32.740295,33,0,33,"cozy corner unit, modern kitchen, updated bathroom, well-lit bedroom, shared living room access, fast Wi-Fi, near train, grocery stores, and restaurants"
2025-08-09T12:53:32.741174,31,0,31,"charming historic limestone row house, private backyard, modern amenities, washer/dryer included, fully equipped kitchen, ideal for couples, quick commute to Manhattan"
2025-08-09T12:53:32.741174,26,0,26,"spacious, safe and clean living environment, conveniently located near public transportation, easy access to restaurants, bars, shops, and parks"
2025-08-09T12:53:32.741174,34,0,34,"conveniently located near Manhattan, queen-size bed convertible to twin beds, heating and air conditioning, shared bathroom with plumbing restrictions, ideal for two guests, Wi-Fi included"
2025-08-09T12:53:32.741174,26,0,26,"ideal for up to 2 people, convenient location near restaurants, bars, and grocery stores, quiet sleeping nook, no smoking"
2025-08-09T12:53:32.742390,34,0,34,"fully furnished, short walk to N/Q train, easy access to Manhattan, vibrant neighborhood, excellent dining options, two bathrooms, roof deck, modern amenities including WiFi and dishwasher"
2025-08-09T12:53:32.742390,28,0,28,"cozy, private room with loft bed, access to bathroom and kitchen, trendy boutiques and restaurants nearby, vibrant neighborhood, clean and comfortable"
2025-08-09T12:53:32.742390,26,0,26,"modern home, close to airports, ideal for medical workers, professionals, families, or travelers, fully-equipped kitchen, spacious living area"
2025-08-09T12:53:32.743385,46,0,46,"centrally located, Walk Score of 98, Bike Score of 91, fully furnished, well-equipped kitchen, fast internet, free laundry facilities, ideal for professionals and students, easy access to co-working spaces and local dining"
2025-08-09T12:53:32.743385,30,0,30,"stunning views of Twin Peaks and Golden Gate, light-filled residence, private decks, quiet neighborhood, ample parking, convenient access to public transportation and parks"
2025-08-09T12:53:32.743385,30,0,30,"conveniently located, 5-minute walk to Queens Center Mall, 20 minutes by metro to Manhattan, peaceful and safe neighborhood, quiet living environment"
2025-08-09T12:53:32.743385,24,0,24,"cozy space, private workspace, historic decorative fireplace, fully equipped kitchen, close to restaurants, bars, and public transportation"
2025-08-09T12:53:32.743385,16,0,16,"secure and quiet neighborhood, close to parks, shopping, restaurants, and public transportation"
2025-08-09T12:53:32.744642,18,0,18,"bright and cozy atmosphere, fully equipped kitchen, combined bathroom with laundry facilities, Wi-Fi included"
2025-08-09T12:53:32.744642,34,0,34,"spacious ranch house, newly renovated bathrooms, private entrance, deck, near JFK Airport, close to shopping centers, accessible public transportation, quick access to Manhattan via LIRR"
2025-08-09T12:53:32.744642,27,0,27,"charming design, family-friendly, private entrance with keyless entry, close to restaurants and cafes, near Prospect Park, easy subway access"
2025-08-09T12:53:32.745650,24,0,24,"modern, spacious tri-level layout, private backyard patio, secure doorman building, rooftop deck with stunning views of NYC landmarks"
2025-08-09T12:53:32.745650,44,0,44,"elegant, high ceilings, large windows, working fireplace, fast Wi-Fi, full kitchen with espresso maker, record player with vinyl collection, ideal for vacationers and remote workers, quiet sanctuary, conveniently located near local attractions"
2025-08-09T12:53:32.745650,37,0,37,"spacious condo, 10 minutes from Manhattan by train, private backyard, ample natural light, modern two-story home, fully equipped kitchen with new appliances, ideal for small gatherings with approval"
2025-08-09T12:53:32.746650,35,0,35,"spacious, fully renovated, includes home office and dining area, hardwood floors, modern eat-in kitchen, near Fort Tryon Park and Hudson River waterfront, close to dining options"
2025-08-09T12:53:32.746650,26,0,26,"quiet space, perfect for couples, easy access to subway lines, 5th-floor walk-up, prewar building, no elevator"
2025-08-09T12:53:32.746650,31,0,31,"charming corner unit, separate dining room/office, private balcony, abundant natural light, half a block from the L train, no smoking, no gatherings"
2025-08-09T12:53:32.747650,22,0,22,"newly renovated, modern appliances, full kitchen, convenient location near subway, not suitable for those sensitive to noise"
2025-08-09T12:53:32.747650,27,0,27,"in the heart of Chelsea, convenient lower Manhattan location, easy access to metro station, nearby attractions like 5th Avenue and Times Square"
2025-08-09T12:53:32.747650,21,0,21,"vibrant Tribeca/Soho neighborhood, high ceilings, surrounded by art galleries, restaurants, designer shops"
2025-08-09T12:53:32.747650,40,0,40,"garden-level room, private half bath, backyard views, walking distance to Golden Gate Park and the beach, ideal for small pets under 15 lbs, safe neighborhood, close to public transport and amenities"
2025-08-09T12:53:32.748651,38,0,38,"conveniently located near The Bronx Zoo and The Botanical Gardens, short train ride to Manhattan, close to public transit including 2 and 5 trains and bus service to hospitals and attractions"
2025-08-09T12:53:32.748651,37,0,37,"2-minute walk to the 7 train, close to Grand Central, peaceful unit, includes queen bed, ample storage, washer/dryer, dishwasher, central air, home office setup"
2025-08-09T12:53:32.748651,37,0,37,"iconic Russian Hill neighborhood, stunning bay views from every room, Mediterranean-style unit, fireplace, formal dining room, view balcony, close to Lombard Street, street parking requires a permit"
2025-08-09T12:53:32.749650,29,0,29,"spacious loft, stunning waterfront views, open kitchen, work desk with Wi-Fi, near Domino Park and top-rated restaurants, close to music venues"
2025-08-09T12:53:32.749650,30,0,30,"stylish, fully furnished, fully equipped, includes smart TV and premium speaker, in-floor laundry, luxury linens, superior mattress, ideal for professionals"
2025-08-09T12:53:32.749650,16,0,16,"cozy, centrally located for easy access to all that the city has to offer"
2025-08-09T12:53:32.749650,35,0,35,"vibrant Chinese community, easy access to various cuisines and amenities, shared kitchen and living room, free parking, Wi-Fi, convenient transportation options, optional airport shuttle services"
2025-08-09T12:53:32.749650,44,0,44,"spacious unit, king-sized bedroom, fully equipped kitchen, large bathroom with shower and bathtub, access to garden and nearby parks, excellent subway options, quick trips to Midtown Manhattan, ideal for 2-3 guests"
2025-08-09T12:53:32.749650,28,0,28,"vegetarian environment, compact space, fresh linens and towels, free Wi-Fi, shared bathroom facilities, complimentary breakfast, accessible only by stairs"
2025-08-09T12:53:32.749650,34,0,34,"bright and minimalist, backyard view, equipped with TV and full-sized closet, convenient access to Manhattan and Queens, across from ferry port and Citibike station, quiet retreat"
2025-08-09T12:53:32.749650,30,0,30,"historic building, private entrance, near Times Square, close to the Intrepid Museum, top restaurants nearby, third floor, no elevator, limited kitchen amenities"
2025-08-09T12:53:32.749650,29,0,29,"pet-friendly, includes backyard, close to G train and East River, ideal for cat lovers, easy access to local bars, restaurants, and shopping"
2025-08-09T12:53:32.749650,40,0,40,"peaceful yet central neighborhood, near Queens Plaza, stunning city views, washer/dryer, 24-hour doorman, gym, pool, lounge with membership required, convenient and comfortable, vibrant area"
2025-08-09T12:53:32.749650,32,0,32,"newly renovated, hardwood floors, updated appliances, split-unit air conditioning, spacious common areas, easy access to restaurants, bars, and boutiques, subway nearby"
2025-08-09T12:53:32.749650,41,0,41,"spacious Edwardian home, ideal for family reunions or business offsites, quiet cul-de-sac location, two private parking spots, high-speed internet, great city views, convenient access to public transportation"
2025-08-09T12:53:32.749650,45,0,45,"fully furnished, quiet street, doorman, close to mass transit, spacious, ideal for couples or small families, pet-friendly, amenities include dishwasher, washer and dryer, flat-screen TV, high-speed WiFi, and air conditioning"
2025-08-09T12:53:32.749650,15,0,15,"charming, ideal location near Riverside Park and Central Park, central Manhattan location"
2025-08-09T12:53:32.749650,20,0,20,"charming location, close to Central Park and public transportation, modern appliances, in-unit washer and dryer"
2025-08-09T12:53:32.749650,23,0,23,"spacious, large balcony perfect for relaxation and BBQs, luxurious bathroom with jacuzzi and marble tiles, quiet kitchen"
2025-08-09T12:53:32.754275,30,0,30,"cozy, perfect for 2 guests, shared bathroom, overlooks beautiful garden with Koi fish tank, convenient location near JFK airport and J train"
2025-08-09T12:53:32.754275,36,0,36,"modern design, king-size bed, balcony with views, access to gym and BBQ area, washer/dryer, fully-equipped kitchen, office space, adjustable standing desk, centrally located"
2025-08-09T12:53:32.754275,34,0,34,"charming location, on the border of Hell's Kitchen and Hudson Yards, 5th-floor walk-up, near major transportation, accommodates up to 4 guests"
2025-08-09T12:53:32.754275,40,0,40,"modern condo, private bathroom with soaking tub, walking distance to express trains and dining options, includes washer dryer and dishwasher, ideal for short stays and remote work, Verizon FIOS Internet, fully furnished kitchen"
2025-08-09T12:53:32.754275,40,0,40,"10-minute walk to L-train, 15-minute commute to Lower East Manhattan, private patio, movie theater with 80+ inch TV, free gym, shared with two professionals, friendly living environment"
2025-08-09T12:53:32.754275,25,0,25,"charming duplex, half a block from Central Park, unique space with private deck, pet-friendly, near restaurants and subway access"
2025-08-09T12:53:32.754275,30,0,30,"cozy, quiet neighborhood, easy access to public transportation, private entrance, brand new kitchen, living area with big screen TV, work table in bedroom"
2025-08-09T12:53:32.754275,29,0,29,"newly renovated historic building, 24/7 doorman, elevator, laundry facilities, landmark views, family-friendly design, easy access to Manhattan"
2025-08-09T12:53:32.754275,42,0,42,"fully furnished, stunning views of the East River and Empire State Building, includes two full baths, high-speed Wi-Fi, convenient location 5-7 minute walk from Grand Central Station, thoroughly cleaned before each stay"
2025-08-09T12:53:32.754275,28,0,28,"charming studio loft, ideal for singles or couples, convenient location near subway, shared amenities for exercise or dance, pet-friendly with resident cats"
2025-08-09T12:53:32.754275,23,0,23,"charming home, stunning views of the Bay and Mount Davidson, peaceful residential area, close to local shops and cafes"
2025-08-09T12:53:32.754275,29,0,29,"fully furnished, steps from subway, high-speed WiFi, spacious kitchen, backyard and rooftop access, ideal for couples or friends visiting NYC, no smoking"
2025-08-09T12:53:32.754275,51,0,51,"newly renovated, heart of SOMA District, convenient access to shopping and dining, close to landmarks like Yerba Buena and Moscone Convention Center, free Wi-Fi, community kitchen with complimentary coffee and breakfast, discount at on-site Lava Lounge"
2025-08-09T12:53:32.754275,35,0,35,"luxury penthouse, near Noe Valley and Castro, ideal for tech shuttle access, furnished, stunning downtown views, private laundry, garage parking, bi-monthly cleaning included"
2025-08-09T12:53:32.754275,49,0,49,"artsy neighborhood, excellent restaurant options, 1-minute walk to the subway, ideal for budget travelers and backpackers, comfortable leather couch, room filled with plants and natural light, access to kitchen and bathroom, flexible check-in and check-out times"
2025-08-09T12:53:32.754275,20,0,20,"fully renovated, includes utilities, air conditioning, heated flooring, WiFi, washer and dryer, entertainment center"
2025-08-09T12:53:32.754275,29,0,29,"thoughtfully designed, modern furnishings, fully-equipped kitchen, cozy living room, smart TV, premium wireless speaker, superior quality mattresses, luxury linens"
2025-08-09T12:53:32.754275,21,0,21,"charming location, near Golden Gate Park and Ocean Beach, private entrance, ideal for couples or small families"
2025-08-09T12:53:32.754275,29,0,29,"renovated, vibrant neighborhood, easy access to restaurants, bars, and clubs, steps from subway, convenient travel to uptown and Central Park"
2025-08-09T12:53:32.754275,19,0,19,"charming, located in Russian Hill neighborhood, convenient access to shops and restaurants, secure digital access"
2025-08-09T12:53:32.754275,26,0,26,"clean and comfortable, two private entrances, spacious living room, near shopping malls and restaurants, easy access to public transportation, no pets"
2025-08-09T12:53:32.754275,21,0,21,"charming, cozy, light-filled bedroom, quiet tree-lined street, not suitable for those with pet allergies"
2025-08-09T12:53:32.754275,32,0,32,"spacious loft, high ceilings, views of the Empire State Building, extra daybed, exclusive guest access, vibrant neighborhood, charming storefronts, excellent dining options"
2025-08-09T12:53:32.754275,25,0,25,"conveniently located near Union Square and Powell Bart Station, shared restroom facilities, access to public transportation, limited check-in hours"
2025-08-09T12:53:32.754275,39,0,39,"penthouse-level apartment, centrally located, near City Hall and SF Symphony, stunning city views, large walk-in closet, dedicated work area, rooftop terrace with BBQ, ample storage, paid parking available"
2025-08-09T12:53:32.761413,32,0,32,"cozy, ideal for individuals or couples, king-size bed, shared kitchen and bathroom, convenient location, close to subway, nearby cafes, bars, organic supermarket"
2025-08-09T12:53:32.761413,22,0,22,"calm space, quiet retreat, easy access to local attractions, no pets, no extra guests, no parties"
2025-08-09T12:53:32.761413,24,0,24,"well-maintained, prime location, easy access to entertainment and dining, near Times Square and Central Park, vibrant community"
2025-08-09T12:53:32.761413,34,0,34,"renovated, separate kitchen and bathroom, modern gem, queen-size bed, air conditioning unit, close to subway and amenities, surrounded by restaurants, shopping, and nightlife"
2025-08-09T12:53:32.761413,35,0,35,"cozy guest suite, close to Ocean Beach and Golden Gate Park, unique bathroom with multiple shower heads, ideal for outdoor enthusiasts, surfboard and bike storage, free street parking"
2025-08-09T12:53:32.761413,22,0,22,"charming apartment, sun-filled living and dining area, conveniently located near nightlife, close to shopping and dining options"
2025-08-09T12:53:32.761413,28,0,28,"fully furnished, abundant natural light, espresso hardwood flooring, cozy space, vibrant community atmosphere, near subway, close to Starbucks, restaurants and shopping"
2025-08-09T12:53:32.761413,29,0,29,"charming atmosphere, newly refinished bathroom, cozy living and dining area, clean and quiet space, fully equipped kitchen, ideal for short-term visitors"
2025-08-09T12:53:32.764167,36,0,36,"vibrant street, easy access to restaurants, art galleries, and shopping, close to public transportation, ideal for quiet and responsible individuals, no smoking, no pets, no parties"
2025-08-09T12:53:32.764167,27,0,27,"ideal for students and professionals, quiet neighborhood, abundant natural light, stunning views of the San Francisco skyline, near public transport and local amenities"
2025-08-09T12:53:32.764167,38,0,38,"freshly renovated, vintage red brick villa aesthetic, flat-screen smart TVs in each room, spacious living room with 65"" TV and comfortable sofa beds, blend of modern amenities and nostalgic charm"
2025-08-09T12:53:32.764167,20,0,20,"quick access to Manhattan, artistically decorated, free Wi-Fi, fully equipped kitchen, vibrant Brooklyn experience"
2025-08-09T12:53:32.765454,16,0,16,"located near popular spots, stunning views, super-fast WiFi, ideal for solo adventurers"
2025-08-09T12:53:32.765454,32,0,32,"stylish living room, comfortable bedrooms with designer bedding, flat-screen TV, central air conditioning, private building, peaceful stay, ideal for a maximum of two guests"
2025-08-09T12:53:32.765454,26,0,26,"renovated, ground-floor unit, shared kitchen and living space, ideal for city living, no key lock on the bedroom door"
2025-08-09T12:53:32.765454,41,0,41,"modern space, steps from Grand stop on the L train, ideal for a single person or couple, easy access to restaurants, bars, and stores, quick subway ride to Manhattan's East Village and Union Square"
2025-08-09T12:53:32.765454,28,0,28,"spacious unit, entire 2nd floor of townhouse, fully-equipped kitchen, near Grand Central Terminal, close to restaurants and grocery stores"
2025-08-09T12:53:32.765454,29,0,29,"available for females only, clean and safe, close to JFK airport and subway, includes access to living room, kitchen, bathroom, and laundry facilities"
2025-08-09T12:53:32.765454,36,0,36,"close to subway and Central Park, private bathroom, A/C, heat, TV, excellent Wi-Fi, secure access elevator building, dining and shopping options nearby, proof of vaccination required"
2025-08-09T12:53:32.765454,45,0,45,"newly remodeled, panoramic balcony with Bay views, sunny patio with a grill, open living and dining area, linen and towel services, cleaning every other week, pantry essentials, car recommended, easy access to restaurants and highways"
2025-08-09T12:53:32.765454,39,0,39,"renovated brownstone, preserved Victorian features, light-filled unit, eat-in kitchen with marble countertops, spacious bathroom with tub, tree-lined street, half a block from express train, peaceful retreat"
2025-08-09T12:53:32.765454,36,0,36,"newly renovated, spacious living area, brick fireplace, small terrace, garden view, in-unit washer/dryer, near shops, restaurants, and subway stations, comfortable urban living"
2025-08-09T12:53:32.765454,19,0,19,"spacious rooms, king-size beds, equipped with desks, ideal for those seeking comfort and space"
2025-08-09T12:53:32.765454,37,0,37,"charming brownstone apartment, custom art throughout, full kitchen, luxurious bathroom with deep soaking tub and rainfall shower, private entrance, digital key access, vibrant neighborhood, ideal for creative individuals"
2025-08-09T12:53:32.765454,25,0,25,"spacious, historic neighborhood, easy access to public transportation, close to local shops, ideal for groups, close to major attractions"
2025-08-09T12:53:32.765454,27,0,27,"bright apartment, prime Clinton Hill/Bed-Stuy neighborhood, high ceilings, HD TV, WiFi, large closets, close to public transportation"
2025-08-09T12:53:32.765454,17,0,17,"convenient location near subway stations, parks, bars, and restaurants nearby, bright interior"
2025-08-09T12:53:32.765454,26,0,26,"cozy, conveniently located near restaurants and bars, quick access to Manhattan, vibrant neighborhood, international cuisine, unique cafes, beautiful parks"
2025-08-09T12:53:32.765454,39,0,39,"perfect for individuals, couples, or small families, accommodates up to 3 guests, air conditioning, heating, backyard, convenient access to Manhattan, near the 3 train, close to JFK"
2025-08-09T12:53:32.765454,35,0,35,"modern design, minutes from Barclays Center and Prospect Park, en suite bathrooms providing privacy, spacious terrace for grilling, roof deck with neighborhood views, ideal for families or small groups"
2025-08-09T12:53:32.765454,22,0,22,"cozy, sunny unit, access to a backyard garden and rooftop, conveniently located near public transport, vibrant area"
2025-08-09T12:53:32.765454,30,0,30,"spacious, conveniently located near airports, easy access to trains, open floor plan, modern kitchen, formal dining room, large living room, includes balcony"
2025-08-09T12:53:32.765454,32,0,32,"exquisitely upgraded, large windows, deck, ample natural sunlight, flexible lease terms, proximity to dining options and freeways, easy access to Civic Center"
2025-08-09T12:53:32.765454,13,0,13,"charming, includes heating and air conditioning, includes Nespresso machine"
2025-08-09T12:53:32.765454,29,0,29,"stylish apartment, fully furnished, high floor views, fully-equipped kitchen, premium amenities, smart TV, wireless speaker, comfortable and convenient living space"
2025-08-09T12:53:32.765454,43,0,43,"residential area, easy access to public transportation, free street parking nearby, ideal for individuals of faith, business professionals, students, and tourists, no pets, no smoking, no alcohol, no drugs except prescription medications"
2025-08-09T12:53:32.765454,43,0,43,"landmark Art Deco building, perfect for remote work and home office setups, beautifully furnished, ample natural light, stunning views of downtown and the Bay, access to gym and sun deck, minimum 31-day stay"
2025-08-09T12:53:32.765454,27,0,27,"historic district, fully equipped kitchen, private deck, large backyard, off-street parking, walking distance to Staten Island Ferry, convenient location"
2025-08-09T12:53:32.765454,24,0,24,"cozy space, ideal for long-term stays, tidy, convenient location near public transportation, strict cleanliness protocols, no smoking"
2025-08-09T12:53:32.765454,18,0,18,"stunning bay views, peaceful neighborhood, walking distance to parks and shops, easy street parking"
2025-08-09T12:53:32.765454,23,0,23,"modern, vibrant location, newly renovated, hardwood floors, updated appliances, spacious common areas, ideal for work and leisure"
2025-08-09T12:53:32.765454,25,0,25,"conveniently located near parks and transportation, vibrant Mission district, fully equipped unit, cozy environment with quiet neighbors, peaceful living"
2025-08-09T12:53:32.765454,43,0,43,"cozy Queen-sized sleigh bed, elegantly furnished interiors, wood parquet floors, spacious kitchen, comfortable living area with sound system and Chromecast, free Wi-Fi, peaceful retreat in the heart of the city"
2025-08-09T12:53:32.765454,53,0,53,"furnished, shared bathroom and kitchen, neat roommate, Queen-sized bed, hardwood floors, AC, heating, high-speed wireless internet, close to Whole Foods and cafes, near shopping and public transportation, ideal for quiet and responsible tenant, no late-night guests or parties"
2025-08-09T12:53:32.765454,34,0,34,"fully renovated, beautiful bay windows, original woodwork, historic charm, modern amenities, near public transportation, fine dining, grocery stores, ideal for 2-4 occupants"
2025-08-09T12:53:32.765454,28,0,28,"charming, close to bars and restaurants, large private terrace with Manhattan views, shared rooftop, laundry facilities, gym access, convenient public transport"
2025-08-09T12:53:32.765454,18,0,18,"spacious, recently remodeled, perfect for groups, surrounded by amazing restaurants and cultural attractions"
2025-08-09T12:53:32.765454,24,0,24,"perfect for couples or solo travelers, cozy living space, rooftop views, close to vibrant bars and restaurants, abundant natural light"
2025-08-09T12:53:32.765454,14,0,14,"cozy atmosphere, exposed brick walls, skylight with natural light"
