user_id,days_since_application,number_of_shows,suggested_bedrooms,delta_bedrooms,suggested_budget,delta_budget,message
6dd1d4a0-e1c9-bff3-afe9-4e74fd1eecfa,36,1,,,2200,9,"extend budget to $2200, ~+9 matches"
6e695996-fc4f-7f1c-1c29-3c60cdff3741,39,0,2,8,,,"consider 2 bedroom(s), ~+8 matches"
6ff4ad97-1388-e029-8c23-614a9cf28049,41,0,0,1,2200,11,"consider 0 bedroom(s), ~+1 matches & extend budget to $2200, ~+11 matches"
715eed2e-dbba-eb05-92ea-417612c0b923,40,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
71efe1bc-dfab-4590-516c-0326e28b6769,38,1,2,9,,,"consider 2 bedroom(s), ~+9 matches"
75840a15-7556-ea0a-d153-3d721c467d4f,36,0,1,45,,,"consider 1 bedroom(s), ~+45 matches"
7821aadd-a46e-d11d-2cfd-d1269db9c43b,38,0,1,42,,,"consider 1 bedroom(s), ~+42 matches"
7b7569df-918f-ba06-3536-5144e0c29803,43,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
7d5be396-b786-7a5f-6048-7b055b6f958c,36,0,,,2200,12,"extend budget to $2200, ~+12 matches"
7e150f99-6605-9cd8-b3db-36aac51e8a95,45,0,2,10,2200,3,"consider 2 bedroom(s), ~+10 matches & extend budget to $2200, ~+3 matches"
7e44cfb7-0727-87d5-3d75-74a645a8f880,38,1,,,2600,9,"extend budget to $2600, ~+9 matches"
7f29dd53-002f-d3e0-907c-105ee8be2f70,46,0,1,15,,,"consider 1 bedroom(s), ~+15 matches"
7fbc2f6c-2462-5455-6acd-94265382dea5,49,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
7fbd1feb-7321-b422-8863-e2d178f00f8d,43,0,,,2200,5,"extend budget to $2200, ~+5 matches"
82fe9746-47f6-48d6-b00d-012f560d5e8b,41,0,,,1800,13,"extend budget to $1800, ~+13 matches"
830d789f-2e17-f211-06c3-84f87732fb75,33,0,1,4,,,"consider 1 bedroom(s), ~+4 matches"
834eec39-5ac5-1c49-b99f-77bae722b9c8,42,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
86121443-d9e9-ac19-aa1f-d268f7360f7b,30,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
885f48f6-d48b-3713-4f80-6c9623b280fc,50,0,1,36,,,"consider 1 bedroom(s), ~+36 matches"
887e7679-19e5-d7ea-7b0d-50b026c6cdbd,34,0,1,34,,,"consider 1 bedroom(s), ~+34 matches"
88d42fcf-d51a-ff9b-625d-95b4b1d58a2c,48,0,2,2,,,"consider 2 bedroom(s), ~+2 matches"
88e644f1-7b2b-e6ad-3958-1663637fe619,30,0,1,3,,,"consider 1 bedroom(s), ~+3 matches"
891ba27e-8656-a3f6-15c8-4b5af76a8c25,32,0,,,1800,11,"extend budget to $1800, ~+11 matches"
8abfe9d0-6d4a-b503-c569-cf25cc84f84c,42,1,,,2200,11,"extend budget to $2200, ~+11 matches"
8ad6ff86-b922-126b-f60d-c36c5fc52010,30,0,,,1800,10,"extend budget to $1800, ~+10 matches"
8bb73ed4-9428-b0a2-0ca1-725f511df185,30,0,1,55,,,"consider 1 bedroom(s), ~+55 matches"
8c7833eb-eb9f-938f-12dd-08e648ceed8a,49,1,1,36,,,"consider 1 bedroom(s), ~+36 matches"
8d385523-f8e6-a501-5b1f-0943a7137280,50,0,1,37,,,"consider 1 bedroom(s), ~+37 matches"
8ebe2e8f-585a-6c7d-8d0e-792e1e503612,42,0,3,2,,,"consider 3 bedroom(s), ~+2 matches"
900e81a2-f263-eceb-5292-6f81de7c20d9,39,1,,,2600,2,"extend budget to $2600, ~+2 matches"
91a522a5-b9b5-9e2e-1ec2-5986605678f5,49,1,,,2600,3,"extend budget to $2600, ~+3 matches"
92ea3f99-53e6-1f73-9e53-dcbbbc4c2977,44,0,1,40,,,"consider 1 bedroom(s), ~+40 matches"
942fc4f4-f380-c8f9-3c13-9860ed85bd62,44,1,,,2200,4,"extend budget to $2200, ~+4 matches"
94d312a4-ea86-c867-e292-86dc15247125,48,0,1,43,,,"consider 1 bedroom(s), ~+43 matches"
957fb827-96c8-621c-32b0-065f6cce746d,32,1,1,23,1800,1,"consider 1 bedroom(s), ~+23 matches & extend budget to $1800, ~+1 matches"
98e23859-b605-eb1a-44dd-9991b7295d8d,44,1,,,1800,7,"extend budget to $1800, ~+7 matches"
98e8d0fa-f76f-cb62-9b7b-4fdad3e41a24,37,0,,,2200,4,"extend budget to $2200, ~+4 matches"
99c26499-68fc-da3b-5b96-da3449b03a53,33,1,,,2600,10,"extend budget to $2600, ~+10 matches"
9c6a6be5-168d-8a9a-fbd0-da943f2cd231,40,0,2,6,,,"consider 2 bedroom(s), ~+6 matches"
9c9742e7-6f1c-051d-4e45-75c9827867f8,42,0,,,1800,15,"extend budget to $1800, ~+15 matches"
9ca0b2c0-a296-cd12-fab5-34edeef35b3a,47,0,1,4,,,"consider 1 bedroom(s), ~+4 matches"
9cf682a0-6dbf-d076-abb4-ed452dc27bab,40,1,2,11,,,"consider 2 bedroom(s), ~+11 matches"
9db43047-d034-f0e4-345e-97f30e111c20,30,1,1,39,,,"consider 1 bedroom(s), ~+39 matches"
9e431136-ea07-6623-9111-c9b1de8ccb7f,31,0,1,43,,,"consider 1 bedroom(s), ~+43 matches"
9f0b82d6-6fa0-b882-1dcb-a6940413f56b,46,0,2,13,,,"consider 2 bedroom(s), ~+13 matches"
9fc93754-cffe-a005-4f4a-15de371467cb,37,1,,,2600,7,"extend budget to $2600, ~+7 matches"
9fee0284-4f56-c7ad-d67f-1663ea9d9f1d,42,0,1,53,,,"consider 1 bedroom(s), ~+53 matches"
a1bfaf0c-277d-3499-9152-0fe3d9159d6f,39,0,2,8,,,"consider 2 bedroom(s), ~+8 matches"
a20c2999-3490-9daa-3cc1-587ad67f21e8,39,1,1,31,2200,3,"consider 1 bedroom(s), ~+31 matches & extend budget to $2200, ~+3 matches"
a2eb45d1-cf3f-6d69-7b84-2047ff445c67,44,0,3,8,,,"consider 3 bedroom(s), ~+8 matches"
a4c30bcc-e5a8-c322-8548-35e1aa750381,34,0,,,2200,10,"extend budget to $2200, ~+10 matches"
a59e6761-81db-782a-84ee-da5aee1874fa,39,0,3,5,,,"consider 3 bedroom(s), ~+5 matches"
a5fa5e10-269a-bc8b-2a85-042ae191abec,31,0,2,5,,,"consider 2 bedroom(s), ~+5 matches"
a67f54da-23be-f93f-30c3-f9e8dde4416e,32,1,,,2600,4,"extend budget to $2600, ~+4 matches"
a69706e0-973a-b384-e345-72b65ee8e875,38,0,1,29,,,"consider 1 bedroom(s), ~+29 matches"
a7eb294a-ea9b-da98-f097-590f529b5bb5,32,0,2,9,,,"consider 2 bedroom(s), ~+9 matches"
a8dbedfd-ffcd-15dd-d35d-35a793ad1d4b,45,1,1,34,,,"consider 1 bedroom(s), ~+34 matches"
a925c2d5-d45f-e9b9-f869-c5ad8e9918f5,46,1,,,2600,4,"extend budget to $2600, ~+4 matches"
aad157ab-678b-fbbe-3519-486519be6bc2,39,0,1,35,2600,2,"consider 1 bedroom(s), ~+35 matches & extend budget to $2600, ~+2 matches"
ad76ffd3-8bcf-0cd0-2c0c-3d468a43bcc5,50,0,1,33,,,"consider 1 bedroom(s), ~+33 matches"
aef5c2ad-5b42-7c47-ef6f-482bd06e43e0,43,0,1,37,,,"consider 1 bedroom(s), ~+37 matches"
b049c833-c92d-aa87-7060-0a0994b22c26,42,0,1,41,,,"consider 1 bedroom(s), ~+41 matches"
b16d20ec-03ad-eab1-08ee-883ea86d4c93,37,1,1,8,,,"consider 1 bedroom(s), ~+8 matches"
b3d7e6ba-63e7-239c-383f-d5f4741483e1,35,0,1,22,2200,2,"consider 1 bedroom(s), ~+22 matches & extend budget to $2200, ~+2 matches"
b56b62c4-e4a3-d27c-a06b-39724cc96cec,40,1,,,2200,8,"extend budget to $2200, ~+8 matches"
b6636fcb-e33b-7038-f573-33313c291a00,45,0,2,2,,,"consider 2 bedroom(s), ~+2 matches"
b7cd06e3-3da9-5004-4390-43381f6fb504,40,0,,,2600,4,"extend budget to $2600, ~+4 matches"
b982b35a-bd72-cfbf-b2a1-cc034ba77c17,32,0,1,39,,,"consider 1 bedroom(s), ~+39 matches"
ba2242c2-f52e-bca8-5c8d-940f3f113506,31,1,,,1800,5,"extend budget to $1800, ~+5 matches"
bc34f431-196a-1317-be34-9c47e2d0cef7,50,0,3,2,,,"consider 3 bedroom(s), ~+2 matches"
bc8fd0fc-125c-9a2a-1d24-bde6558e77c5,34,1,1,53,,,"consider 1 bedroom(s), ~+53 matches"
bd8cf3c5-573f-7c7c-2569-770d8a2fd078,30,0,1,7,,,"consider 1 bedroom(s), ~+7 matches"
be89136a-2142-0c5f-ee4d-5ddee9bb6635,36,1,2,5,,,"consider 2 bedroom(s), ~+5 matches"
c0c81efb-e40f-6753-b30c-1ac7328b13c3,36,0,3,6,,,"consider 3 bedroom(s), ~+6 matches"
c532c12b-00f4-4be6-7c46-f1418c7b20a5,40,1,1,47,,,"consider 1 bedroom(s), ~+47 matches"
c9620e36-f2ef-6db5-9732-1ba3bc627fa2,50,0,1,61,,,"consider 1 bedroom(s), ~+61 matches"
cb7e9e1f-114f-b2e0-6e73-49d5a8ab402e,49,1,,,1700,3,"extend budget to $1700, ~+3 matches"
cbf9c7bc-4a35-ef1f-2da8-5c9996150c03,31,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
cda9d3e6-4147-1858-ea1a-69607cd4c249,35,0,1,37,,,"consider 1 bedroom(s), ~+37 matches"
d09dd8a3-b791-e3ba-85c0-730f6ba746d9,41,0,2,4,,,"consider 2 bedroom(s), ~+4 matches"
d0ca2fd4-00f4-faa8-20cd-89756acc13d5,37,0,1,53,3000,1,"consider 1 bedroom(s), ~+53 matches & extend budget to $3000, ~+1 matches"
d1812114-1518-0cb8-c03b-bad7bae5ccbc,40,0,2,8,,,"consider 2 bedroom(s), ~+8 matches"
d5a27b6c-e402-40d1-cf8a-b109a655ea04,41,1,,,1800,12,"extend budget to $1800, ~+12 matches"
d5a60130-bab9-0c5e-2493-4fb183992f14,47,0,2,9,,,"consider 2 bedroom(s), ~+9 matches"
d5d2f8c4-3073-92f8-974a-56ca3b0e31c4,35,0,2,17,,,"consider 2 bedroom(s), ~+17 matches"
d73c913b-cdb6-98aa-cee0-e492b4ff3227,38,0,2,6,,,"consider 2 bedroom(s), ~+6 matches"
d7785be8-1027-76ab-f86e-b6728c596009,35,1,1,39,,,"consider 1 bedroom(s), ~+39 matches"
da708d38-1541-f828-c819-94780ca30bac,48,0,,,2600,5,"extend budget to $2600, ~+5 matches"
da7f08c9-a0aa-e6e5-3501-055c4ba0561a,36,1,1,38,,,"consider 1 bedroom(s), ~+38 matches"
daef7fbb-202a-3a88-f89d-bb81d16e64ef,38,0,1,37,,,"consider 1 bedroom(s), ~+37 matches"
e412d587-627b-60b1-6c9c-37c8b04699a9,34,0,1,20,2200,4,"consider 1 bedroom(s), ~+20 matches & extend budget to $2200, ~+4 matches"
e55b6e68-2c54-bd81-e4d6-8f494e9a944f,44,0,,,2600,2,"extend budget to $2600, ~+2 matches"
e581d412-4345-5a5b-c771-f915f3308fbf,41,0,3,1,1800,1,"consider 3 bedroom(s), ~+1 matches & extend budget to $1800, ~+1 matches"
e752df8c-1ac4-fbc4-0628-20d523a4fefb,45,0,,,2200,11,"extend budget to $2200, ~+11 matches"
e8bd6c67-cf85-4595-72f4-814c929aeb34,34,0,,,1700,4,"extend budget to $1700, ~+4 matches"
e909b135-a219-75a0-7a8a-1efb6fe3d7c4,48,0,1,3,,,"consider 1 bedroom(s), ~+3 matches"
e9d6724f-0546-e63b-4153-73fa9430410f,43,1,,,2600,3,"extend budget to $2600, ~+3 matches"
ec3d6a0f-4af0-0873-bc7b-4ea2ada133aa,44,0,1,39,,,"consider 1 bedroom(s), ~+39 matches"
ed035193-a22f-2ff5-e9ee-6901c0d341c8,33,0,2,1,,,"consider 2 bedroom(s), ~+1 matches"
f195af3e-0ccc-8d65-ecda-7a1a06a92ca8,31,0,1,47,,,"consider 1 bedroom(s), ~+47 matches"
f271dd3f-d95b-dc62-1bb3-743465ac2c1c,30,1,,,1800,11,"extend budget to $1800, ~+11 matches"
f42ba27c-07af-9a61-f6ec-f0ab7b6e5e48,33,0,0,1,2600,4,"consider 0 bedroom(s), ~+1 matches & extend budget to $2600, ~+4 matches"
f47a310d-8c8c-aee7-497f-910df562a3bb,40,0,,,2200,9,"extend budget to $2200, ~+9 matches"
f4d919da-4b12-73ab-a3eb-e957b3923984,38,0,,,2200,16,"extend budget to $2200, ~+16 matches"
f543d50d-7bf8-d57d-2797-c57a70966d85,49,1,,,1800,11,"extend budget to $1800, ~+11 matches"
f592e834-d839-0886-09c2-1fa0e718e490,39,0,1,38,,,"consider 1 bedroom(s), ~+38 matches"
f93c00bb-ca0e-7b36-4b99-d66af4129ce7,35,0,1,27,2200,1,"consider 1 bedroom(s), ~+27 matches & extend budget to $2200, ~+1 matches"
fb997d54-9cf2-3665-bb47-f603697bb8ed,44,0,,,2600,2,"extend budget to $2600, ~+2 matches"
fbe9ed60-de74-758c-3bb8-a767169c9ab8,42,0,1,42,,,"consider 1 bedroom(s), ~+42 matches"
fcd504a9-e040-33df-0277-245f3f1a0cf1,47,0,2,6,3000,2,"consider 2 bedroom(s), ~+6 matches & extend budget to $3000, ~+2 matches"
fcf7ec74-000d-79d0-9671-0bc50a260014,35,0,1,42,,,"consider 1 bedroom(s), ~+42 matches"
fd1532b9-363b-86d4-33e4-79bfc27ed68e,47,0,3,5,,,"consider 3 bedroom(s), ~+5 matches"
fd6ebb5f-f6dc-c02d-d7f6-961c8eb3f830,50,0,0,1,,,"consider 0 bedroom(s), ~+1 matches"
