owner_id,days_since_application,number_of_shows,baseline_matches,relax_price_minus_matches,delta_price,suggested_price,price_message
144201b1-c805-7599-ab70-fb0c10ddc58c,46,0,29,31,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 29 to ~31. This may help attract more qualified applicants and accelerate scheduling."
145f24fd-6488-f352-dd78-98ccd1b5fa06,31,0,25,25,0,600.0,
14687d72-e7c2-ea8b-e01c-8eaff775c3f5,46,0,60,60,0,1300.0,
151bae0f-c256-a375-3348-83aae7f19e5c,44,0,31,31,0,1900.0,
155d10fa-fe6f-7539-962d-474e19949fae,31,0,50,51,1,1000.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 50 to ~51. This may help attract more qualified applicants and accelerate scheduling."
158cdc89-0073-b16b-9572-d925b75326ac,37,0,45,45,0,1000.0,
15d47da1-1792-a8e9-7f11-9895974dacee,39,0,37,38,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~38. This may help attract more qualified applicants and accelerate scheduling."
15d6d3c3-a012-6986-f958-4c4435da217b,35,0,49,54,5,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 49 to ~54. This may help attract more qualified applicants and accelerate scheduling."
1679a4e3-d467-5938-cd42-52288092ccde,34,0,57,60,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 57 to ~60. This may help attract more qualified applicants and accelerate scheduling."
168d5ef8-e37b-4ea0-6028-4d8f77a09242,37,0,38,38,0,1800.0,
1718be5b-762b-06dc-b8d9-08214261b1b3,30,0,35,35,0,1800.0,
177895b9-ec84-7616-b75c-bdd57d98049b,36,0,22,23,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 22 to ~23. This may help attract more qualified applicants and accelerate scheduling."
1800977a-bc9b-d7f0-1b57-7da8ca8ad4b6,34,0,68,68,0,1300.0,
1823a71c-a471-9a7e-d3c1-3336dae972e9,41,0,28,28,0,1800.0,
183f43ea-133a-65ff-e8db-ad76bc148f84,46,0,45,45,0,1400.0,
1875b4ec-ece0-de2e-daec-6fe14e2f315c,40,0,35,35,0,1400.0,
18a25f29-7ab2-7f5d-ae13-c1fe6d0b734e,31,0,49,49,0,600.0,
18fc5927-aa2f-86bc-8477-54f3981e19da,36,0,24,24,0,2800.0,
19499b24-0b8b-e1d7-4405-7c5dfeb0fef7,44,0,16,18,2,3000.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $3000, your potential matches could increase from 16 to ~18. This may help attract more qualified applicants and accelerate scheduling."
19671a2f-4d6a-f53f-13aa-e8f1d4261280,46,0,34,34,0,1600.0,
19b4650f-a675-7abc-de45-3205f7e87bbb,35,0,36,36,0,2200.0,
1a1c62de-a126-1fe7-3aad-5ef79dfc2493,44,1,41,48,7,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 41 to ~48. This may help attract more qualified applicants and accelerate scheduling."
1a627524-87d3-68e9-b039-e3be337acccf,36,1,34,35,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
1ae4bf41-a45e-e369-3753-d44112753ac0,40,0,36,36,0,1300.0,
1aecd2f4-ff5a-4409-a654-759c6115cb02,38,0,38,38,0,1300.0,
1bb8301c-b523-6999-dea1-27ebf2058a31,31,0,22,22,0,1800.0,
1cec5b32-e877-b24a-4dee-13e728928b04,39,0,57,57,0,1000.0,
1d86f454-e7a9-77c8-fe8e-919f6caf22ad,45,0,52,52,0,1300.0,
1de650ed-311a-9dd3-6a15-54c6d835d68a,33,0,39,43,4,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~43. This may help attract more qualified applicants and accelerate scheduling."
209db6aa-6e15-ed8f-5d58-f5da73ed271b,46,0,30,30,0,2200.0,
2181cc23-e2a5-dacd-7bd6-0775ca555410,44,0,45,45,0,600.0,
223b3c9c-981e-92e6-d144-ee9071bfad4b,41,0,37,37,0,1300.0,
22639924-2e75-9667-e304-dd1a3b01f82d,43,0,33,35,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~35. This may help attract more qualified applicants and accelerate scheduling."
23487dd1-85e7-069d-dc58-63456737c181,32,0,45,45,0,600.0,
2371863a-5dad-d260-a926-e3d90547288f,34,0,20,20,0,2800.0,
23fa402e-bb55-e187-cc80-7be9311f6f89,45,0,32,36,4,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~36. This may help attract more qualified applicants and accelerate scheduling."
24063752-5dec-421a-33d7-862c936d7c49,42,1,39,39,0,2200.0,
241d964c-aa6d-3edb-4b48-c2d804fb6fa1,43,0,38,38,0,1000.0,
24293065-0ce7-0088-7d1f-6c5444616b77,38,0,35,35,0,1000.0,
2578c0dd-6c11-6fd7-b112-c62f4312723c,42,0,41,41,0,1300.0,
27549003-463f-71e2-a336-2da9e7ec6205,31,0,41,42,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 41 to ~42. This may help attract more qualified applicants and accelerate scheduling."
2774b6a6-9d79-7fac-e78f-efd00bb694f5,41,0,47,48,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 47 to ~48. This may help attract more qualified applicants and accelerate scheduling."
2818e50d-ea4f-6467-f43e-17d95aa88075,46,0,42,43,1,1400.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1400, your potential matches could increase from 42 to ~43. This may help attract more qualified applicants and accelerate scheduling."
290713fa-404e-b1d8-7b07-eb8059f815e3,40,0,39,40,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~40. This may help attract more qualified applicants and accelerate scheduling."
2972002d-2ad7-d6d8-733f-fcc4e40c64a4,39,0,28,30,2,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 28 to ~30. This may help attract more qualified applicants and accelerate scheduling."
29761a61-cc51-97af-c033-54eb3bc12e21,36,0,32,34,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~34. This may help attract more qualified applicants and accelerate scheduling."
297b261f-caca-3a4d-1b0c-d74b9e49e05c,35,1,34,36,2,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 34 to ~36. This may help attract more qualified applicants and accelerate scheduling."
29d24f65-1c6c-0da1-730b-91249adbeacd,36,0,48,49,1,1000.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 48 to ~49. This may help attract more qualified applicants and accelerate scheduling."
2a59cc5c-8ba2-9b7e-3310-b4ab3ebc300b,33,0,42,42,0,1300.0,
2aa933e3-df58-3be6-cacc-ee96db62ee89,40,0,37,37,0,1300.0,
2ac09842-934c-a73a-e092-f72f4c6d8910,39,0,41,41,0,1800.0,
2ba65c69-8385-e5fe-4914-0c716106e16e,35,0,50,52,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 50 to ~52. This may help attract more qualified applicants and accelerate scheduling."
2bf33f46-befb-8e97-82da-ed1b704873e0,31,0,29,31,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 29 to ~31. This may help attract more qualified applicants and accelerate scheduling."
2c1e6d96-200e-985d-da41-9efafd4bba19,30,0,32,32,0,2800.0,
2d847c78-563e-48b3-c343-cf74cfe82f3c,31,0,51,59,8,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 51 to ~59. This may help attract more qualified applicants and accelerate scheduling."
2d981bfa-50c3-f8c3-da45-48996305962d,38,0,33,35,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~35. This may help attract more qualified applicants and accelerate scheduling."
2dbde1e7-0116-b8da-0551-16bafb7e4f47,41,0,38,38,0,1300.0,
2dcc74e3-d89e-9ad0-7f28-f237e85ed828,33,0,46,46,0,1000.0,
2de99f37-2a50-454a-c425-0c8052460666,44,0,45,45,0,2200.0,
2e31a477-070c-ebaf-80c2-13e408f12eb9,46,0,46,46,0,1300.0,
2e39d736-4836-6890-dc5c-c3dcf0d931a9,37,0,26,30,4,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 26 to ~30. This may help attract more qualified applicants and accelerate scheduling."
2f45531b-2c5d-b909-a957-8b7806b0ccbb,43,0,34,34,0,1800.0,
305bd3cd-5c3f-caca-a42d-5d0879d383ce,45,0,36,39,3,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 36 to ~39. This may help attract more qualified applicants and accelerate scheduling."
30b48d2f-79db-3ca1-44ac-15fe00607ea9,40,0,27,27,0,1300.0,
30c78aa3-9126-18c2-50a3-8b120b442b30,45,0,53,53,0,1300.0,
30e03326-09c1-09e9-8433-95263f9d7ccb,34,0,60,62,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 60 to ~62. This may help attract more qualified applicants and accelerate scheduling."
31063c0d-edb8-3d34-9e71-baa079acbe02,43,1,39,42,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~42. This may help attract more qualified applicants and accelerate scheduling."
310dc0ea-4f91-4eec-85e3-fdd616ca85a2,46,0,36,36,0,1400.0,
31511f96-41e0-cb44-4df0-18dad84cbd2f,44,0,36,36,0,1000.0,
31d4c2c8-9af0-1264-10a5-f1cab327788f,38,0,41,41,0,1300.0,
321f70c2-f0cf-dac4-2ea0-8b7614adbb6b,34,0,46,49,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 46 to ~49. This may help attract more qualified applicants and accelerate scheduling."
32ceba11-3c40-bdfc-5eb0-0adca80a0c37,38,0,49,49,0,1000.0,
33ab8ae9-e069-3927-04bd-71c856d0f38c,30,0,29,29,0,1000.0,
3425fc48-daa8-8089-eeb2-c8fc4096e1dd,31,0,24,24,0,4300.0,
3489a51e-c9ae-1aab-6e77-7d3f4af26e24,38,0,19,19,0,2800.0,
350e3686-415e-596b-3995-369ce8f03aac,38,0,31,31,0,2200.0,
356879b4-03f0-ba99-d40d-20df21eb56ff,31,0,37,37,0,1400.0,
357ddbf7-2f31-5dff-817e-728e574bd881,32,0,50,50,0,1300.0,
3806c6e4-cb7b-3643-6119-23d3487e1454,35,0,25,25,0,1900.0,
39c1323c-3a64-363c-a639-ce69a04efd61,46,0,33,36,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 33 to ~36. This may help attract more qualified applicants and accelerate scheduling."
3a581666-dddf-0646-1f9d-2a47edc251e9,34,0,55,55,0,600.0,
3ad870d9-3122-11fc-f5ea-ae55163ab729,38,0,39,39,0,1300.0,
3af01283-94b8-03f8-8bb6-b55cd5050a69,37,0,54,54,0,1300.0,
3b7ca09f-e8c6-7d11-3b4f-ef4e8743f706,33,0,45,45,0,600.0,
3c7529c7-a3fe-b4ea-3098-491d8995a5b1,45,0,66,66,0,1000.0,
3ceacd99-fb0b-d355-2890-2e03d3dab9ad,30,0,34,35,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
3df52bfe-633f-4671-4e20-fda5432ca75c,39,0,34,37,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~37. This may help attract more qualified applicants and accelerate scheduling."
3e1fadf0-17ae-16e0-ac4e-6d4c331cabb1,37,0,34,34,0,1600.0,
3e4962c8-900c-4aaf-b91f-d295bceab385,44,0,32,33,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 32 to ~33. This may help attract more qualified applicants and accelerate scheduling."
3f5b8b0f-786b-a3e7-1a0f-6d797447a4b9,39,1,50,50,0,600.0,
3fc907a5-71f1-122d-ec75-4f2a498f8f2b,38,1,28,28,0,1000.0,
3fd7f95c-67de-03e7-3119-f2f16c06e7b8,32,0,46,46,0,1400.0,
3febfbb1-dd80-fa04-d032-d1a1314722f0,32,0,27,27,0,1400.0,
4043356c-9297-cf94-7e76-44660e83e65f,43,0,17,17,0,2800.0,
40b748b0-1ab3-535b-f98a-e96904e962e2,32,0,36,37,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 36 to ~37. This may help attract more qualified applicants and accelerate scheduling."
40f60b3c-b13e-e221-f0d6-d389a4894aec,42,0,36,36,0,2200.0,
4143d8a6-8574-3467-1fe9-615b1a892755,38,0,31,31,0,1400.0,
4404da3e-5689-a6c0-0865-86d140c68800,36,0,52,55,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 52 to ~55. This may help attract more qualified applicants and accelerate scheduling."
4463f7bb-5088-64d9-25f7-b62abebee7d8,44,0,54,54,0,600.0,
44a0b029-1c1b-f284-1891-983f5b83a90b,39,0,34,34,0,1300.0,
44c48bc1-3675-a816-e56d-d7e4aa29f7f1,46,0,21,24,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 21 to ~24. This may help attract more qualified applicants and accelerate scheduling."
45836154-4ccb-7f55-324d-961637bd973b,45,0,46,46,0,1000.0,
469f18d8-7ef0-db16-779a-607113c80f7b,35,0,29,29,0,2200.0,
46a225ef-9a77-e604-db80-743cc41d2884,33,0,46,46,0,1300.0,
47e15c7a-ea46-c31e-5e85-0c1d6e046f4c,36,0,49,49,0,600.0,
47e3b9c5-65c1-670f-089b-56e938da37b9,45,0,25,25,0,1400.0,
480dd659-81a0-4ee1-8b51-8fdd27d75a83,37,0,29,29,0,2800.0,
48950ea3-20a1-bef4-23c4-74696ab3db56,33,0,38,38,0,1800.0,
4924e5b0-8164-b487-a327-cb097e9cafe0,34,0,45,45,0,1000.0,
4a74b76d-82f7-5b30-2e0b-b3f5d5561c84,43,0,44,45,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 44 to ~45. This may help attract more qualified applicants and accelerate scheduling."
4b5604e6-f2e2-c3b9-1adc-47fb502e823c,43,0,36,36,0,1000.0,
4bbcdaf2-f85c-fcbf-c79a-f1b159ddc31e,32,0,42,43,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 42 to ~43. This may help attract more qualified applicants and accelerate scheduling."
4bbf35e0-31db-a432-a1c9-cd0b687b114c,40,0,46,46,0,1800.0,
4bf216f6-4b5e-b6bd-f91a-32cb86d2f3d1,40,0,62,62,0,1900.0,
4c488b04-6a04-9d77-1b40-11b9dcdf44d8,41,0,56,56,0,1600.0,
4cfd487b-d7ee-f57e-a48f-4bb413d966af,38,0,32,33,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~33. This may help attract more qualified applicants and accelerate scheduling."
4d0d7528-5f54-2be5-2541-526374583337,40,0,52,55,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 52 to ~55. This may help attract more qualified applicants and accelerate scheduling."
4d73959b-1743-d711-7e3b-918a60418470,34,1,38,39,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 38 to ~39. This may help attract more qualified applicants and accelerate scheduling."
4d78aacb-8e78-d0ab-d887-4b26bd7995f8,32,0,53,54,1,1400.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1400, your potential matches could increase from 53 to ~54. This may help attract more qualified applicants and accelerate scheduling."
4e2a36e6-bd9e-881f-8421-d2fd9dad9a6a,43,0,46,46,0,1300.0,
4e443aab-307e-9e6b-2fea-63a388fd7633,33,0,37,37,0,1600.0,
4e76225f-f691-f490-33c4-42ff8b2d0a2d,44,0,26,30,4,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 26 to ~30. This may help attract more qualified applicants and accelerate scheduling."
4ebe4527-5a46-81ed-e362-334e5d634e3c,43,0,26,32,6,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 26 to ~32. This may help attract more qualified applicants and accelerate scheduling."
5002f8be-835f-648d-c67d-43c1f9ef813d,42,0,24,24,0,2800.0,
5005a76f-8572-243c-728b-6355c30689e3,46,0,26,26,0,2200.0,
50728d7a-895d-5ee8-ebfb-8341563fbc02,43,0,49,55,6,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 49 to ~55. This may help attract more qualified applicants and accelerate scheduling."
513ae80a-ca3a-f161-55fb-c7802544ae75,34,0,42,42,0,1800.0,
513baca4-1973-e65b-3d23-81eff8d6bec4,35,0,24,24,0,2300.0,
5159ac3b-7cc2-3a2b-cd1b-10aed954ff5f,31,0,37,37,0,2200.0,
520458ca-7cab-ef7e-4198-65f0b6974da2,39,0,43,43,0,1800.0,
528327d9-888f-3b9c-1ef2-67f36ec38125,35,0,40,40,0,600.0,
536acd31-3750-d6dd-e71e-3fe4a5240ee8,31,0,34,36,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~36. This may help attract more qualified applicants and accelerate scheduling."
5429629e-451c-002e-409b-f6858871b059,44,0,27,28,1,2800.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 27 to ~28. This may help attract more qualified applicants and accelerate scheduling."
558e9579-6a20-09c8-468a-183a267e7b40,35,0,50,50,0,1800.0,
55b3b155-9a63-78f7-9b93-43f6682d2ebf,30,0,45,45,0,600.0,
565a5fac-51bd-a859-f390-f1a56ebb7842,44,0,48,55,7,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 48 to ~55. This may help attract more qualified applicants and accelerate scheduling."
5784fc3e-8894-e6f0-7731-9698656ee119,38,0,42,42,0,600.0,
59740baf-5d07-7475-ba2c-2a2572ca3418,30,0,42,42,0,1300.0,
599ece6d-84c5-ec56-7fe2-64cf346c22fd,46,1,34,37,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 34 to ~37. This may help attract more qualified applicants and accelerate scheduling."
5a40f5e2-e058-8599-b971-8b873414e39a,45,0,25,26,1,2800.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 25 to ~26. This may help attract more qualified applicants and accelerate scheduling."
5a7a89bc-0fc3-7aa3-b53f-73e4b55746b7,40,0,34,34,0,600.0,
5cdddeec-83f6-a0f0-b796-14d063922d1c,38,0,43,44,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 43 to ~44. This may help attract more qualified applicants and accelerate scheduling."
5e786f2d-4210-185e-23f6-0917dd0218ff,37,0,26,26,0,1300.0,
5f334a15-d8eb-6806-1b12-69c1336abd84,39,0,29,29,0,1400.0,
5f6497c7-cb31-2ee6-c1f2-d2d326345b69,46,0,44,44,0,1800.0,
5f6f4e2a-79b5-f1d7-1266-8322c9eec6ce,35,0,41,41,0,1800.0,
5fc4a930-164a-fed4-d0d8-295469a7a85f,33,0,47,47,0,1300.0,
5fe3c73d-69fa-29d4-8b1b-34f6fab0f107,42,0,35,35,0,1800.0,
606f0809-7dc1-5d5f-1864-347a5d8b8bac,33,0,26,28,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 26 to ~28. This may help attract more qualified applicants and accelerate scheduling."
607da704-705a-fe16-70cf-cf124286d993,35,0,32,34,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~34. This may help attract more qualified applicants and accelerate scheduling."
61dd2c58-47c4-946d-93a7-f6290e86339b,34,0,24,24,0,2800.0,
62036640-32c3-34c8-b185-bbc4eeef0dcd,44,0,33,37,4,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~37. This may help attract more qualified applicants and accelerate scheduling."
6313b838-72ee-124e-2d6a-822cdd2c165b,42,0,47,49,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 47 to ~49. This may help attract more qualified applicants and accelerate scheduling."
63f6f09e-d94a-a952-be8e-eb60cc82a9e1,41,0,46,49,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 46 to ~49. This may help attract more qualified applicants and accelerate scheduling."
64037fc7-41be-2fe6-e7d9-5e7c27dcb346,46,0,33,36,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~36. This may help attract more qualified applicants and accelerate scheduling."
