id,bedrooms,price,available_from,state,picture_url,soft_attributes
950094.0,1,2000,DECEMBER,SAN FRANCISCO,https://a0.muscache.com/pictures/14096527/8b9d177f_original.jpg,"Unwind in the Private Magical View Suite Sanctuaryin the back half of this home.The spaceEnchanted by sparkling panoramic views of San Francisco and its two bridge beauties: The Bay Bridge and The Golden Gate Bridge?Inspired by the option to dine in, enjoying dining views that only a select few restaurants offer?Delighted to nestle into bed and watch the city lights? Relieved to find the RARE San Francisco treasure- FREE street parking!- with the airport a simple 15 minute drive away? Me too. Welcome to my home, which I call the Gratitude House. When I made this my home, I promised I would share its good spirit and enchantment with others, and that’s where you come in. I offer this beautiful retreat to all who wish be transported and inspired. Come experience a private sanctuary in the back half of this home. This suite is enormous. It has internet at 100Mbps. Within your suite, you h neighborhood"
7.99e+17,1,3000,MARCH,NEW YORK CITY,https://a0.muscache.com/pictures/miso/Hosting-799441688067428302/original/d7edbaaf-dbc1-48f4-a4cf-17e9be3df2a3.jpeg,Relax with the whole family at this peaceful place to stay. There are plenty of windows to let the sun in during the day. Nice quiet neighbourhood. Shopping and restaurants are nearby. There are plenty of malls within the surrounding area.A laundromat is less than 5 minutes walk. Bus and subway are within walking distance approximately 5 minutes away. neighborhood
8.32e+17,1,1200,JANUARY,NEW YORK CITY,https://a0.muscache.com/pictures/miso/Hosting-831853154800279216/original/3b941d45-3b0d-48ea-b6a2-835a30a46f73.jpeg,"This special place is close to everything, making it easy to plan your visit. neighborhood"
50471530.0,4,1200,FEBRUARY,SAN FRANCISCO,https://a0.muscache.com/pictures/7778275c-a63c-4bed-9d6c-8d695850b160.jpg,"You'll have a great time at this comfortable place to stay - to relax or go play! Celebrate in Labor Day, B-days, Showers, casual mtg, all in this private location!Enjoy walks or hikes in the fresh air from the slight ocean breeze. The small neighborhood park is just a half block away and across from there are stairs to hike up the hill to a playground for small children. The grocery store is less than 5 minute drive or you could walk the hills (3 long blocks). Lots to do in SF if you'd like!The spaceIts a perfect space to feel like you're at home with some extras! Large open spaces so your're not on top of one another. Relax in this secret retro, yet modern gem. We've enjoyed this centrally located home for many many years.Guest accessThe guest have access to the entire house: 1st floor: bedroom with Twin Trundle bed and sheets and pillows, can be used as 1 single bed or open up to 2 single beds or flat queen neighborhood I love the quiet neighborhood and uniqueness of this home. First and only owners. Nice neighbors. Spacious for a San Francisco home. You will love your stay."
21212488.0,1,2400,JULY,NEW YORK CITY,https://a0.muscache.com/pictures/5887b6e9-28e0-4b09-90d0-7da9da8a7eb0.jpg,"Welcome to your zen home away from home! Just a 2 minute walk from the N and W trains that take you directly into Manhattan and a short walk from some of the best food spots in the city, multiple parks, and more. The space is open, bright, has a private patio, an AMAZING shared rooftop with a view, and all the modern updates (central air/heating, updated appliances & electronics) you'll need!I am flexible with booking dates/budgets and an work with you. Message me!The spaceCozy and comfortable. When you're looking for some time to rest and relax, enjoy some streaming TV (Netflix, Hulu, Amazon) on a large flatscreen with surround sound. Cooking is easy with everything you need to make your favorite meal. This is a non smoking house. However, if you'd like to smoke on the balcony with the door/windows closed, I won't mind.Guest accessYou'll have private access to the entire home and patio on neighborhood There are a ton of great things to do in Astoria, Queens. The nabe is thriving and enhancing its charm with new, budget-friendly restaurants and cool bars as well as independent boutiques and record stores that make shopping small worth it. Ride the Queens-bound N/W train to discover hidden gems such as speakeasy bars, as well as one of the best Greek restaurants in all of New York with delicious seafood."
6.75e+17,1,1600,SEPTEMBER,NEW YORK CITY,https://a0.muscache.com/pictures/miso/Hosting-674772576181269527/original/353081b1-1666-473a-b262-4059b369eb51.jpeg,Take it easy at this unique and tranquil getaway. neighborhood
32384878.0,2,3000,JULY,SAN FRANCISCO,https://a0.muscache.com/pictures/c5a8af04-660b-4c9d-8104-2e0e7bcdcfde.jpg,"Apartment Details: -Newly Remodeled bathroom and updated kitchen -All new double pane windows | Security cameras on front of building -2 bedrooms | 1 bathroom -New hardwood floors -All new stainless steel appliances | gas stove -LG European style washer/dryer combo unit -Small deck | shared deck | shared backyard -Updated kitchen with quartz countertops |white shaker cabinets -White faux wood blinds -Gas wall furnace -Serta Perfect Sleeper mattresses -Queen bed in 1 room and full/double in otherGuest access*Property Owner is a Licensed Real Estate Agent DRE# 01899011 neighborhood -Desirable SOMA neighborhooddownload-Great walkability96% walk score | 100% transit score | 98% bike score (Redfin)Near Sightglass, Basil Thai Restaurant & Bar, Trademark, Copyright, Roark Gym, Rocco's, Rumors sports bar, Iza Ramen Soma, Deli Board, Fondue Cowboy, Terroir, Mars, Bloodhound, Raven Bar and so many more!!"
52390610.0,1,1200,JULY,NEW YORK CITY,https://a0.muscache.com/pictures/409323db-7744-45ae-b9ae-81e3c496ba07.jpg,"*Private Room*Shared home with 3 private rooms that are for guests. The common areas shared by guests are the bathroom, kitchen, living and dining room areas. The basement and backyard are not accessible for guests.The spaceGuests will love the feel of a home. It’s close to public transportation and stores.Guest accessPrivate bedroom.Shared Kitchen, Bathroom, Living & Dining room. neighborhood This is a residential neighborhood. There is limited parking on the street that is free. There are stores close by and access to public transportation."
2010624.0,2,3000,FEBRUARY,NEW YORK CITY,https://a0.muscache.com/pictures/27621132/c469c43b_original.jpg,"Feel at home in New York City! Our apartment features a large open living room, large bedroom with queen-size bed, a second room, fully equipped eat-in kitchen, full bathroom, lots of windows, hardwood floors, high ceilings, internet and elevator.Pets are not allowed in the apartment.Guest accessThe guests have access to all the rooms in the apartment. neighborhood The apartment is located in Ditmas Park historic district; a neighborhood known by its Victorian houses, tree-lined streets, and clam atmosphere. There are grocery stores, and cafes around the corner, and nice restaurants, bars, a Co-op and lots of stores within 5 minutes walking distance (on Cortelyou Road)."
6955143.0,1,1600,NOVEMBER,NEW YORK CITY,https://a0.muscache.com/pictures/88140167/e8c008b4_original.jpg,"Beautiful private bedroom with a shared kitchen and bathroom. Located 2 blocks from Manhattan-bound Subway trains (travel to Manhattan takes 15 minutes), roof access with an amazing view of lower Manhattan, and lots of restaurants and bars nearby. neighborhood"
18637270.0,1,800,JUNE,NEW YORK CITY,https://a0.muscache.com/pictures/b39c0043-92ca-4604-a1a0-f3d13d24b75a.jpg,Cute private room in a newly renovated Brooklyn apartment. Great lighting and space for a great price. Close to the 3 / 4 trains. neighborhood
38752368.0,1,2400,NOVEMBER,NEW YORK CITY,https://a0.muscache.com/pictures/bb2775ab-dbc9-4c13-aaa3-a7028b6b0797.jpg,"Gorgeous apartment on Williamsburg waterfront, across from Domino Park. Designed to feel like an urban cottage/lodge with designer furnishings.. Rooftop views of Empire St Building, Williamsburg Bridge, and East River. 10-15 min to Manhattan. Prime location. Walk to L and G trains, ferry, restaurants, coffee shops, bars, stores, gyms. Walk-in kitchen, central AC, high-speed WiFi, plants, flat screen TV (Netflix /Apple TV). High end furniture including sofa, dining table, and mattress.The spaceThe building is very quiet. No parties or smoking please. This is my home, not a rental property, so everything in the unit is very comfortable and well-made. It is set up to be an urban oasis to live and enjoy peace and quiet in a busy city. Please respect my home as they would their own.The laundry area (approximately $2 in quarters for washing and another $2 for drying) and trash/recycling are down in the basement. Feel free to use my neighborhood Williamsburg is full of amazing restaurants, coffee shops, bars, clubs, shops, hotel lobbies, gyms, and grocery stores. It has a spacious European feel that is lovely and quite different from Manhattan. Apartment is also across the street from Domino Park, where you can lounge on the grass, picnic, play volleyball or bocce, lay in a lounge chair, eat tacos, or walk around - all with views of the East River, Williamsburg Bridge, Empire State Building, World Trade Center, and most of Manhattan. I have lived in this city for a decade and this is my favorite neighborhood in New York."
7.21e+17,4,3000,JULY,NEW YORK CITY,https://a0.muscache.com/pictures/prohost-api/Hosting-721091038846734506/original/94a2f737-7d3b-4791-a058-e85f6ce6c7dc.jpeg,"A beautiful 4 bedroom/3 bathroom duplex apartment on a tree lined East 70’s block. This apartment features plank hardwood flooring, exposed brick, a brand new kitchen with all custom cabinetry, and condo like finishes including a dishwasher, spacious living room for entertaining, multiple closets throughout, renovated bathrooms, an outdoor balcony accessible from multiple bedrooms, and multiple windows which allow for endless sunshine.The spaceThis home also features 2 full Rove workstations that include stand/sit desks, ergonomic office chairs, external UHD monitors with integrated USB-C docking station, and wireless keyboard and mice. There is also 1 color printer at one of the workstations located at this home.Additionally, there are 2 additional mini desks in the two bedrooms that do not have full workstations to provide a working space in all four bedrooms of this home. neighborhood"
48463899.0,1,800,JANUARY,NEW YORK CITY,https://a0.muscache.com/pictures/50e8126a-ce2f-4811-83dc-b2bd2109ea9e.jpg,"This apartment is located in Jackson Heights Queens. It is about 25min away from Manhattan.5min from subway 7 Line “90st Elmhurst Av"" station.Your room is on 3rd floor.The spaceThe apartment is fully remodeled in 2020 and we are the first tenant in this building. Everything was new at that time.New Bathroom and New Kitchen, also New floor and new painted wall.We clean apartment weekly and try to keep apartment clean.You have your own bedroom and 10bedroom 4bathroom apartment. You will share kitchen with 9 other rooms. You will share bathroom with 3 other rooms.Room size is about 80sqftIt has twin size bed, closet, desk, chair, side table, and stand light.We clean apartment weekly and try to keep apartment clean.Other things to note***** Before booking***********************Under Fire Department of NY advisement, there is NO LOCK on the bedroom door, Only pri neighborhood It is about 25min away from Manhattan.5min from subway 7 Line “90st Elmhurst Av"" station."
6.01e+17,1,1200,APRIL,NEW YORK CITY,https://a0.muscache.com/pictures/prohost-api/Hosting-600689136569265409/original/be329748-75ff-4284-aab6-1f17962bb01e.jpeg,"This extra LARGE bright, sunny, and cozy bedroom has Queen size bed with signature memory foam mattress for sleep lovers and fold out comfy sofa, and located 15 minutes away from Manhattan and only 10 minute ride from LGA Airport. 3 minutes from Astoria park and only 5 minutes from N and W train station. neighborhood"
6.3e+17,1,1600,APRIL,NEW YORK CITY,https://a0.muscache.com/pictures/miso/Hosting-629589304707139908/original/53ac10dd-225c-43b1-bf04-096203b5fea7.jpeg,Private room with a personal bathroom (meaning the guests will have their own personal bathroom) located in a new building 5 min walk from Times Square. There’s no better way to experience Manhattan. Cozy PRIVATE BEDROOM in a 3 bedroom 2 bathroom (shared with us) apartment. The room has a queen size bed with a good space and a nice window and you can see the garden of the building.Feel free to use the kitchen if you wanna cook anything or use the fridge to store any of your perishable food. neighborhood
48313976.0,3,2000,JULY,NEW YORK CITY,https://a0.muscache.com/pictures/fd2d13ca-6ff4-4b50-b1df-af049e471f19.jpg,"Bright, charming 3 bedroom family home with private backyard. This two-floor unit with open-plan kitchen/living/dining, two full baths and three bedrooms is the perfect space for your extended stay. Steps from Williamsburg's greatest foodie offerings and parks, you can pop out to explore or cozy in to cook, play and snuggle up with a movie. There's even enough space to take your work zooms or remote classes!The spaceA rare Williamsburg find, this 3-bedroom in Williamsburg is filled with sunlight and has enough space for an extended stay for a family or group (6 guests). Even more rare is the private backyard, great for chillin' and grillin' or remote yoga. The apartment is on a safe, quiet block in a safe, quiet 4-unit condo building, 3 minutes from the L train and steps from award winning restaurants and grocery stores. The home is well appointed with all the amenities you'll need to relax, cook, play or work. (Please note, this is a well-loved and neighborhood The best of both worlds: the home is on a quiet tree-lined street just steps from vibrant, prime Williamsburg with endless cool restaurants, bars, cafes, stores, boutiques, and parks. Just three blocks to the L subway and 10 minutes to Manhattan, steps from the B43 bus that takes you directly to prime Greenpoint. Some of our favorite local spots that are a stone's throw away: The Meat Hook, Pheasant, Variety Coffee, Artists & Craftsman, The Blue Stove, Emily's Pork Store, Twinkle Playspace, CTown, Llama Inn, Lilia, Kings Co Imperial, We See Stars, Vaux Vintage, Casa Ziki, Home Union, Cooper Park, McCarren Park and the list goes on and on. (We love our neighborhood!)"
62519.0,1,1200,APRIL,SAN FRANCISCO,https://a0.muscache.com/pictures/7c879d9d-8756-4e1d-b50f-adde043a6f1d.jpg,"I live in a beautiful 2 bed room, 2 bathroom apartment in Noe-Glen with my VERY friendly English Labrador dog Zorro. This listing is for the master bedroom which is large (120 sq ft), light and airy and has an attached, updated full bathroom (his and her sinks, rain shower etc). The guests will be sharing the house with me and my dog (if we’re in town)The spaceThis listing is for the main bedroom. The bedroom has a queen bed, big windows that let a lot of light in, a bureau and 2 floor-to-ceiling closets (one full closet available to guests). The guest would have their own en-suite bathroom. The bathroom is fully updated with a rain shower, his and her sinks and (of course :) a toilet. Please note that the some parts of the closet, and bureau will contain my personal effects/bedding etc.Guest accessGuests will have access to the common areas - kitchen, sun-room, living room and dining room and all the appliances: in-unit washer/dryer, d neighborhood Noe-Glen is a beautiful, residential neighbourhood that is quiet but close to many of the happening neighbourhoods including the Mission which is a foodie heaven and Castro."
49500622.0,1,1600,JANUARY,NEW YORK CITY,https://a0.muscache.com/pictures/45847536-1d84-4184-9d27-692a891cb1c4.jpg,"Beautiful and spacious ground floor one bedroom loft in Williamsburg, Brooklyn - NYC's hippest neighborhood! Steps from bars, restaurants, shops and the park.The apartment has fantastic natural light and space for up to 5 guests with a queen-sized bed, comfortable sofa, and queen air mattress. Full kitchen, large flat screen tv, and internet.The building has a full courtyard with charcoal grills, roof deck with amazing views of the NYC skyline and laundry in the building.The spaceThe apartment is a large one bedroom with lots of natural light. It can get hot and humid in NYC in the summer so there is a large and powerful (14000 BTU) standing air conditioning unit that quickly cools the entire apartment.Pets are OK with prior approval but we'll require a refundable security deposit of $250 plus an additional $50 cleaning fee.Guest accessThe building is a converted factory with only 31 units. Common neighborhood Williamsburg is a thriving neighborhood famous for it's bar and restaurant scene, shops, and outdoor attractions. The apartment is steps from transportation and a ten minute walk to the waterfront and McCarren Park."
5443318.0,1,2000,NOVEMBER,NEW YORK CITY,https://a0.muscache.com/pictures/miso/Hosting-5443318/original/29d38d05-02de-4264-ac61-6bfb4117454f.jpeg,"Experience the ultimate in modern luxury with this spacious and inviting studio apartment located in prime midtown west. Perfect for both work and pleasure, this location offers easy access to everything the city has to offer, including museums, great cafes, delis, restaurants, gyms, bars, and pubs. Plus, you'll be steps away from Central Park, 9th avenue's wide variety of restaurants, Rockefeller Center, Times Square, Broadway theaters, 5th avenue prime shopping, Time Warner Mall, and the cultuThe spaceThis brand new apartment is designed and furnished with comfort, luxury, and detail in mind. With plenty of natural light and a warm, sophisticated ambiance, it's sure to make you feel right at home. The fully equipped kitchen features brand new appliances, including a washer and dryer. The modern and chic bathroom, spacious dining table, and designated office space are just a few of the apartment's many amenities. The living area is great for unwinding, with a neighborhood Located in the heart of Hell's Kitchen, this bustling neighborhood in Midtown Manhattan is known for its lively atmosphere, diverse food scene, and proximity to some of the city's top attractions. This area is a hub for theater and entertainment, with numerous Broadway theaters, comedy clubs, and music venues within walking distance. The nearby Hudson River Park provides a beautiful waterfront escape for running, biking, and outdoor activities, and the High Line elevated park is just a short walk away. The neighborhood is also known for its excellent dining options, with everything from casual cafes and bars to high-end restaurants serving cuisine from around the world. Additionally, this area is conveniently located near public transportation, making it easy to get anywhere in the city. Overall, Hell's Kitchen is a vibrant and exciting area with something for everyone, and it's the perfect place to experience the best of New York City."
5.46e+17,1,800,DECEMBER,NEW YORK CITY,https://a0.muscache.com/pictures/cfe30fc6-552c-4a51-a243-1c1b04563b15.jpg,"This apartment is beautiful, cozy and comfortable.The spaceThis apartment is in excellent condition. It is cozy, beautiful and very comfortable.Guest accessArea is accessible to the G train, and the number 25, 26 and 38 bus.Other things to noteApartment is directly above a bar. May hear some noise. neighborhood Fort Greene has a beautiful park, flea markets, renowned cultural institutions and a thriving entertainment scene."
8.13e+17,1,2000,FEBRUARY,NEW YORK CITY,https://a0.muscache.com/pictures/prohost-api/Hosting-813009342543290791/original/4c9f0888-e424-4457-9ca0-a4923d0677cf.png,"Welcome to this urban oasis in the heart of NYC’s historic Lower East Side. With unobstructed views of Manhattan and proximity to iconic neighborhoods and attractions, you’ll have a front seat to all the action! Shop ‘til you drop at the many boutiques in Soho. Learn about NYC’s immigrant history at the Tenement Museum. Listen to live music at the Bowery Ballroom. The area is also a great spot to enjoy art, dining, and nightlife. This is the perfect choice for your exciting NYC getaway!The spaceThis sleek and modern property offers unique amenities and proximity to everything that makes this area of NYC the perfect place for your next getaway! The luxury accommodations feature a fitness center, complimentary coffee each morning and wine upon check-in. You’ll have everything you need for a relaxing getaway in the heart of the lively Lower East Side. PLEASE NOTE:- The resort fee is not included in the daily rate. A mandatory resort fee of $34.4 neighborhood Tenement Museum - 0.3 miles; The Bowery Ballroom - 0.8 miles Soho Shopping - 0.8 miles; Washington Square Park - 1.1 miles; Empire State Building - 2.3 miles; Brooklyn Bridge - 2.3 miles; Madison Square Garden - 2.6 miles; Rockefeller Center - 3.2 miles; Laguardia Airport - 9.3 miles;"
6.98e+17,1,3000,FEBRUARY,NEW YORK CITY,https://a0.muscache.com/pictures/miso/Hosting-698089546533464498/original/32bffe5a-d6cc-4f72-8222-023d9bb2f1cb.jpeg,"Central Flushing, Queens, Near Sheraton Hotel and Citifield Mets Stadium. Minutes to Main Street subway #7 Train, Walk to shops, Banks and many restaurants. 20 minutes to JKF and LaGuardia airports. This Private room has own bath and Terrace. Large built in closet space with 2 sliding doors. Washer and Dryer available for use. Kitchen Privileges. Shared living room, dining areas and computer work station.High speed internet 400 mbps. RegalCinemas 4DX next door on 37th Avenue.The spaceThis is the master bedroom in a 3 bedroom 2 bath and 2 terraces Apartment.This private room has its own bath room and terrace. The guest can usethe living room and dining areas, and has kitchen privileges.Guest accessThe guest can use the living room and dining areas, and has kitchen privileges.Other things to noteThere will be a $20 charge for use of the washer and dryer in the apartment.Guest is asked neighborhood Central Flushing, 15 minutes to JFK and LGA airports. Minutes to Main Street Subway #7 train. Walk to Shops, Banks and many restaurants."
7.68e+17,3,2000,JUNE,NEW YORK CITY,https://a0.muscache.com/pictures/miso/Hosting-768317284380347979/original/d71ecf51-d44c-47ac-9fc0-e2cafa624393.jpeg,"- Furnished room with tons of natural light in 3 bedroom apartment.- 3 Minutes away from 2, 5 trains and 12 minutes to Q and B trains. 26 minutes from Manhattan. 3 blocks from Prospect Park.- Bedroom furniture includes: dresser, HD TV, bed, mattress, desk, chair, curtains, art- Location: Church Ave and Rogers Avenue, Brooklyn.- Utilities are $120 per person neighborhood"
7.14e+17,1,800,APRIL,SAN FRANCISCO,https://a0.muscache.com/pictures/miso/Hosting-714464748173612419/original/0676389d-8303-4065-b864-4df0fdb3570d.jpeg,"This loving 1 bedroom & 1bathroom unit is located in Alamo Square/NoPa neighborhood, which is one of the most popular and most convenient neighborhood in San Francisco This beautiful home is on Fell street and the cross street is Divisadero Street Open floor plan of the kitchen, living, and dining areas provides private some backyard views and the perfect setting for relaxing after a long day of working There is a large share beautiful backyard has designer outdoor furniture! neighborhood"
